n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
33,paper,scissors,1,19,4,10,0.58,0.12,0.3,9,0.27
34,paper,scissors,1,20,4,10,0.59,0.12,0.29,10,0.29
35,paper,scissors,1,21,4,10,0.6,0.11,0.29,11,0.31
36,scissors,scissors,0,21,5,10,0.58,0.14,0.28,11,0.31
37,paper,scissors,1,22,5,10,0.59,0.14,0.27,12,0.32
38,rock,scissors,-1,22,5,11,0.58,0.13,0.29,11,0.29
39,paper,scissors,1,23,5,11,0.59,0.13,0.28,12,0.31
40,rock,scissors,-1,23,5,12,0.57,0.12,0.3,11,0.28
41,rock,scissors,-1,23,5,13,0.56,0.12,0.32,10,0.24
42,rock,scissors,-1,23,5,14,0.55,0.12,0.33,9,0.21
43,paper,scissors,1,24,5,14,0.56,0.12,0.33,10,0.23
44,paper,scissors,1,25,5,14,0.57,0.11,0.32,11,0.25
45,rock,scissors,-1,25,5,15,0.56,0.11,0.33,10,0.22
46,scissors,scissors,0,25,6,15,0.54,0.13,0.33,10,0.22
47,rock,scissors,-1,25,6,16,0.53,0.13,0.34,9,0.19
48,paper,scissors,1,26,6,16,0.54,0.12,0.33,10,0.21
49,paper,scissors,1,27,6,16,0.55,0.12,0.33,11,0.22
50,paper,scissors,1,28,6,16,0.56,0.12,0.32,12,0.24
51,paper,scissors,1,29,6,16,0.57,0.12,0.31,13,0.25
52,rock,scissors,-1,29,6,17,0.56,0.12,0.33,12,0.23
53,paper,scissors,1,30,6,17,0.57,0.11,0.32,13,0.25
54,paper,scissors,1,31,6,17,0.57,0.11,0.31,14,0.26
55,rock,scissors,-1,31,6,18,0.56,0.11,0.33,13,0.24
56,rock,scissors,-1,31,6,19,0.55,0.11,0.34,12,0.21
57,paper,scissors,1,32,6,19,0.56,0.11,0.33,13,0.23
58,scissors,scissors,0,32,7,19,0.55,0.12,0.33,13,0.22
59,paper,scissors,1,33,7,19,0.56,0.12,0.32,14,0.24
60,rock,scissors,-1,33,7,20,0.55,0.12,0.33,13,0.22
61,paper,scissors,1,34,7,20,0.56,0.11,0.33,14,0.23
62,rock,scissors,-1,34,7,21,0.55,0.11,0.34,13,0.21
63,paper,scissors,1,35,7,21,0.56,0.11,0.33,14,0.22
64,scissors,scissors,0,35,8,21,0.55,0.12,0.33,14,0.22
65,paper,scissors,1,36,8,21,0.55,0.12,0.32,15,0.23
66,scissors,scissors,0,36,9,21,0.55,0.14,0.32,15,0.23
67,paper,scissors,1,37,9,21,0.55,0.13,0.31,16,0.24
68,rock,scissors,-1,37,9,22,0.54,0.13,0.32,15,0.22
69,rock,scissors,-1,37,9,23,0.54,0.13,0.33,14,0.2
70,rock,scissors,-1,37,9,24,0.53,0.13,0.34,13,0.19
71,paper,scissors,1,38,9,24,0.54,0.13,0.34,14,0.2
72,paper,scissors,1,39,9,24,0.54,0.12,0.33,15,0.21
73,rock,scissors,-1,39,9,25,0.53,0.12,0.34,14,0.19
74,paper,scissors,1,40,9,25,0.54,0.12,0.34,15,0.2
75,scissors,scissors,0,40,10,25,0.53,0.13,0.33,15,0.2
76,paper,scissors,1,41,10,25,0.54,0.13,0.33,16,0.21
77,paper,scissors,1,42,10,25,0.55,0.13,0.32,17,0.22
78,paper,scissors,1,43,10,25,0.55,0.13,0.32,18,0.23
79,scissors,scissors,0,43,11,25,0.54,0.14,0.32,18,0.23
80,paper,scissors,1,44,11,25,0.55,0.14,0.31,19,0.24
81,paper,scissors,1,45,11,25,0.56,0.14,0.31,20,0.25
82,rock,scissors,-1,45,11,26,0.55,0.13,0.32,19,0.23
83,rock,scissors,-1,45,11,27,0.54,0.13,0.33,18,0.22
84,paper,scissors,1,46,11,27,0.55,0.13,0.32,19,0.23
85,paper,scissors,1,47,11,27,0.55,0.13,0.32,20,0.24
86,paper,scissors,1,48,11,27,0.56,0.13,0.31,21,0.24
87,paper,scissors,1,49,11,27,0.56,0.13,0.31,22,0.25
88,rock,scissors,-1,49,11,28,0.56,0.12,0.32,21,0.24
89,rock,scissors,-1,49,11,29,0.55,0.12,0.33,20,0.22
90,paper,scissors,1,50,11,29,0.56,0.12,0.32,21,0.23
91,paper,scissors,1,51,11,29,0.56,0.12,0.32,22,0.24
92,paper,scissors,1,52,11,29,0.57,0.12,0.32,23,0.25
93,paper,scissors,1,53,11,29,0.57,0.12,0.31,24,0.26
94,scissors,scissors,0,53,12,29,0.56,0.13,0.31,24,0.26
95,paper,scissors,1,54,12,29,0.57,0.13,0.31,25,0.26
96,paper,scissors,1,55,12,29,0.57,0.12,0.3,26,0.27
97,paper,scissors,1,56,12,29,0.58,0.12,0.3,27,0.28
98,paper,scissors,1,57,12,29,0.58,0.12,0.3,28,0.29
99,scissors,scissors,0,57,13,29,0.58,0.13,0.29,28,0.28
100,rock,scissors,-1,57,13,30,0.57,0.13,0.3,27,0.27
101,paper,scissors,1,58,13,30,0.57,0.13,0.3,28,0.28
102,paper,scissors,1,59,13,30,0.58,0.13,0.29,29,0.28
103,scissors,scissors,0,59,14,30,0.57,0.14,0.29,29,0.28
104,rock,scissors,-1,59,14,31,0.57,0.13,0.3,28,0.27
105,rock,scissors,-1,59,14,32,0.56,0.13,0.3,27,0.26
106,rock,scissors,-1,59,14,33,0.56,0.13,0.31,26,0.25
107,scissors,scissors,0,59,15,33,0.55,0.14,0.31,26,0.24
108,scissors,scissors,0,59,16,33,0.55,0.15,0.31,26,0.24
109,rock,scissors,-1,59,16,34,0.54,0.15,0.31,25,0.23
110,rock,scissors,-1,59,16,35,0.54,0.15,0.32,24,0.22
111,paper,scissors,1,60,16,35,0.54,0.14,0.32,25,0.23
112,paper,scissors,1,61,16,35,0.54,0.14,0.31,26,0.23
113,paper,scissors,1,62,16,35,0.55,0.14,0.31,27,0.24
114,rock,scissors,-1,62,16,36,0.54,0.14,0.32,26,0.23
115,paper,scissors,1,63,16,36,0.55,0.14,0.31,27,0.23
116,paper,scissors,1,64,16,36,0.55,0.14,0.31,28,0.24
117,paper,scissors,1,65,16,36,0.56,0.14,0.31,29,0.25
118,scissors,scissors,0,65,17,36,0.55,0.14,0.31,29,0.25
119,paper,scissors,1,66,17,36,0.55,0.14,0.3,30,0.25
120,paper,scissors,1,67,17,36,0.56,0.14,0.3,31,0.26
121,paper,scissors,1,68,17,36,0.56,0.14,0.3,32,0.26
122,scissors,scissors,0,68,18,36,0.56,0.15,0.3,32,0.26
123,rock,scissors,-1,68,18,37,0.55,0.15,0.3,31,0.25
124,scissors,scissors,0,68,19,37,0.55,0.15,0.3,31,0.25
125,paper,scissors,1,69,19,37,0.55,0.15,0.3,32,0.26
126,scissors,scissors,0,69,20,37,0.55,0.16,0.29,32,0.25
127,rock,scissors,-1,69,20,38,0.54,0.16,0.3,31,0.24
128,scissors,scissors,0,69,21,38,0.54,0.16,0.3,31,0.24
129,paper,scissors,1,70,21,38,0.54,0.16,0.29,32,0.25
130,paper,scissors,1,71,21,38,0.55,0.16,0.29,33,0.25
131,scissors,scissors,0,71,22,38,0.54,0.17,0.29,33,0.25
132,paper,scissors,1,72,22,38,0.55,0.17,0.29,34,0.26
133,paper,scissors,1,73,22,38,0.55,0.17,0.29,35,0.26
134,rock,scissors,-1,73,22,39,0.54,0.16,0.29,34,0.25
135,paper,scissors,1,74,22,39,0.55,0.16,0.29,35,0.26
136,paper,scissors,1,75,22,39,0.55,0.16,0.29,36,0.26
137,paper,scissors,1,76,22,39,0.55,0.16,0.28,37,0.27
138,paper,scissors,1,77,22,39,0.56,0.16,0.28,38,0.28
139,paper,scissors,1,78,22,39,0.56,0.16,0.28,39,0.28
140,paper,scissors,1,79,22,39,0.56,0.16,0.28,40,0.29
141,paper,scissors,1,80,22,39,0.57,0.16,0.28,41,0.29
142,rock,scissors,-1,80,22,40,0.56,0.15,0.28,40,0.28
143,paper,scissors,1,81,22,40,0.57,0.15,0.28,41,0.29
144,paper,scissors,1,82,22,40,0.57,0.15,0.28,42,0.29
145,paper,scissors,1,83,22,40,0.57,0.15,0.28,43,0.3
146,paper,scissors,1,84,22,40,0.58,0.15,0.27,44,0.3
147,rock,scissors,-1,84,22,41,0.57,0.15,0.28,43,0.29
148,scissors,scissors,0,84,23,41,0.57,0.16,0.28,43,0.29
149,scissors,scissors,0,84,24,41,0.56,0.16,0.28,43,0.29
150,rock,scissors,-1,84,24,42,0.56,0.16,0.28,42,0.28
151,scissors,scissors,0,84,25,42,0.56,0.17,0.28,42,0.28
152,scissors,scissors,0,84,26,42,0.55,0.17,0.28,42,0.28
153,rock,scissors,-1,84,26,43,0.55,0.17,0.28,41,0.27
154,paper,scissors,1,85,26,43,0.55,0.17,0.28,42,0.27
155,paper,scissors,1,86,26,43,0.55,0.17,0.28,43,0.28
156,rock,scissors,-1,86,26,44,0.55,0.17,0.28,42,0.27
157,scissors,scissors,0,86,27,44,0.55,0.17,0.28,42,0.27
158,paper,scissors,1,87,27,44,0.55,0.17,0.28,43,0.27
159,paper,scissors,1,88,27,44,0.55,0.17,0.28,44,0.28
160,scissors,scissors,0,88,28,44,0.55,0.17,0.28,44,0.28
161,paper,scissors,1,89,28,44,0.55,0.17,0.27,45,0.28
162,paper,scissors,1,90,28,44,0.56,0.17,0.27,46,0.28
163,paper,scissors,1,91,28,44,0.56,0.17,0.27,47,0.29
164,scissors,scissors,0,91,29,44,0.55,0.18,0.27,47,0.29
165,rock,scissors,-1,91,29,45,0.55,0.18,0.27,46,0.28
166,paper,scissors,1,92,29,45,0.55,0.17,0.27,47,0.28
167,paper,scissors,1,93,29,45,0.56,0.17,0.27,48,0.29
168,paper,scissors,1,94,29,45,0.56,0.17,0.27,49,0.29
169,scissors,scissors,0,94,30,45,0.56,0.18,0.27,49,0.29
170,rock,scissors,-1,94,30,46,0.55,0.18,0.27,48,0.28
171,paper,scissors,1,95,30,46,0.56,0.18,0.27,49,0.29
172,rock,scissors,-1,95,30,47,0.55,0.17,0.27,48,0.28
173,paper,scissors,1,96,30,47,0.55,0.17,0.27,49,0.28
174,paper,scissors,1,97,30,47,0.56,0.17,0.27,50,0.29
175,rock,scissors,-1,97,30,48,0.55,0.17,0.27,49,0.28
176,scissors,scissors,0,97,31,48,0.55,0.18,0.27,49,0.28
177,paper,scissors,1,98,31,48,0.55,0.18,0.27,50,0.28
178,paper,scissors,1,99,31,48,0.56,0.17,0.27,51,0.29
179,paper,scissors,1,100,31,48,0.56,0.17,0.27,52,0.29
180,paper,scissors,1,101,31,48,0.56,0.17,0.27,53,0.29
181,rock,scissors,-1,101,31,49,0.56,0.17,0.27,52,0.29
182,paper,scissors,1,102,31,49,0.56,0.17,0.27,53,0.29
183,paper,scissors,1,103,31,49,0.56,0.17,0.27,54,0.3
184,scissors,scissors,0,103,32,49,0.56,0.17,0.27,54,0.29
185,paper,scissors,1,104,32,49,0.56,0.17,0.26,55,0.3
186,paper,scissors,1,105,32,49,0.56,0.17,0.26,56,0.3
187,scissors,scissors,0,105,33,49,0.56,0.18,0.26,56,0.3
188,paper,scissors,1,106,33,49,0.56,0.18,0.26,57,0.3
189,paper,scissors,1,107,33,49,0.57,0.17,0.26,58,0.31
190,paper,scissors,1,108,33,49,0.57,0.17,0.26,59,0.31
191,paper,scissors,1,109,33,49,0.57,0.17,0.26,60,0.31
192,rock,scissors,-1,109,33,50,0.57,0.17,0.26,59,0.31
193,paper,scissors,1,110,33,50,0.57,0.17,0.26,60,0.31
194,paper,scissors,1,111,33,50,0.57,0.17,0.26,61,0.31
195,paper,scissors,1,112,33,50,0.57,0.17,0.26,62,0.32
196,paper,scissors,1,113,33,50,0.58,0.17,0.26,63,0.32
197,paper,scissors,1,114,33,50,0.58,0.17,0.25,64,0.32
198,rock,scissors,-1,114,33,51,0.58,0.17,0.26,63,0.32
199,rock,scissors,-1,114,33,52,0.57,0.17,0.26,62,0.31
200,rock,scissors,-1,114,33,53,0.57,0.17,0.27,61,0.3
201,scissors,scissors,0,114,34,53,0.57,0.17,0.26,61,0.3
202,scissors,scissors,0,114,35,53,0.56,0.17,0.26,61,0.3
203,paper,scissors,1,115,35,53,0.57,0.17,0.26,62,0.31
204,rock,scissors,-1,115,35,54,0.56,0.17,0.26,61,0.3
205,rock,scissors,-1,115,35,55,0.56,0.17,0.27,60,0.29
206,rock,scissors,-1,115,35,56,0.56,0.17,0.27,59,0.29
207,paper,scissors,1,116,35,56,0.56,0.17,0.27,60,0.29
208,paper,scissors,1,117,35,56,0.56,0.17,0.27,61,0.29
209,paper,scissors,1,118,35,56,0.56,0.17,0.27,62,0.3
210,paper,scissors,1,119,35,56,0.57,0.17,0.27,63,0.3
211,rock,scissors,-1,119,35,57,0.56,0.17,0.27,62,0.29
212,rock,scissors,-1,119,35,58,0.56,0.17,0.27,61,0.29
213,scissors,scissors,0,119,36,58,0.56,0.17,0.27,61,0.29
214,paper,scissors,1,120,36,58,0.56,0.17,0.27,62,0.29
215,paper,scissors,1,121,36,58,0.56,0.17,0.27,63,0.29
216,paper,scissors,1,122,36,58,0.56,0.17,0.27,64,0.3
217,rock,scissors,-1,122,36,59,0.56,0.17,0.27,63,0.29
218,scissors,scissors,0,122,37,59,0.56,0.17,0.27,63,0.29
219,rock,scissors,-1,122,37,60,0.56,0.17,0.27,62,0.28
220,rock,scissors,-1,122,37,61,0.55,0.17,0.28,61,0.28
221,scissors,scissors,0,122,38,61,0.55,0.17,0.28,61,0.28
222,paper,scissors,1,123,38,61,0.55,0.17,0.27,62,0.28
223,scissors,scissors,0,123,39,61,0.55,0.17,0.27,62,0.28
224,rock,scissors,-1,123,39,62,0.55,0.17,0.28,61,0.27
225,paper,scissors,1,124,39,62,0.55,0.17,0.28,62,0.28
226,paper,scissors,1,125,39,62,0.55,0.17,0.27,63,0.28
227,paper,scissors,1,126,39,62,0.56,0.17,0.27,64,0.28
228,scissors,scissors,0,126,40,62,0.55,0.18,0.27,64,0.28
229,rock,scissors,-1,126,40,63,0.55,0.17,0.28,63,0.28
230,paper,scissors,1,127,40,63,0.55,0.17,0.27,64,0.28
231,paper,scissors,1,128,40,63,0.55,0.17,0.27,65,0.28
232,paper,scissors,1,129,40,63,0.56,0.17,0.27,66,0.28
233,paper,scissors,1,130,40,63,0.56,0.17,0.27,67,0.29
234,paper,scissors,1,131,40,63,0.56,0.17,0.27,68,0.29
235,paper,scissors,1,132,40,63,0.56,0.17,0.27,69,0.29
236,paper,scissors,1,133,40,63,0.56,0.17,0.27,70,0.3
237,scissors,scissors,0,133,41,63,0.56,0.17,0.27,70,0.3
238,paper,scissors,1,134,41,63,0.56,0.17,0.26,71,0.3
239,rock,scissors,-1,134,41,64,0.56,0.17,0.27,70,0.29
240,scissors,scissors,0,134,42,64,0.56,0.17,0.27,70,0.29
241,paper,scissors,1,135,42,64,0.56,0.17,0.27,71,0.29
242,scissors,scissors,0,135,43,64,0.56,0.18,0.26,71,0.29
243,scissors,scissors,0,135,44,64,0.56,0.18,0.26,71,0.29
244,rock,scissors,-1,135,44,65,0.55,0.18,0.27,70,0.29
245,scissors,scissors,0,135,45,65,0.55,0.18,0.27,70,0.29
246,rock,scissors,-1,135,45,66,0.55,0.18,0.27,69,0.28
247,paper,scissors,1,136,45,66,0.55,0.18,0.27,70,0.28
248,rock,scissors,-1,136,45,67,0.55,0.18,0.27,69,0.28
249,paper,scissors,1,137,45,67,0.55,0.18,0.27,70,0.28
250,scissors,scissors,0,137,46,67,0.55,0.18,0.27,70,0.28
251,paper,scissors,1,138,46,67,0.55,0.18,0.27,71,0.28
252,paper,scissors,1,139,46,67,0.55,0.18,0.27,72,0.29
253,scissors,scissors,0,139,47,67,0.55,0.19,0.26,72,0.28
254,paper,scissors,1,140,47,67,0.55,0.19,0.26,73,0.29
255,paper,scissors,1,141,47,67,0.55,0.18,0.26,74,0.29
256,paper,scissors,1,142,47,67,0.55,0.18,0.26,75,0.29
257,paper,scissors,1,143,47,67,0.56,0.18,0.26,76,0.3
258,paper,scissors,1,144,47,67,0.56,0.18,0.26,77,0.3
259,rock,scissors,-1,144,47,68,0.56,0.18,0.26,76,0.29
260,rock,scissors,-1,144,47,69,0.55,0.18,0.27,75,0.29
261,paper,scissors,1,145,47,69,0.56,0.18,0.26,76,0.29
262,rock,scissors,-1,145,47,70,0.55,0.18,0.27,75,0.29
263,paper,scissors,1,146,47,70,0.56,0.18,0.27,76,0.29
264,scissors,scissors,0,146,48,70,0.55,0.18,0.27,76,0.29
265,scissors,scissors,0,146,49,70,0.55,0.18,0.26,76,0.29
266,rock,scissors,-1,146,49,71,0.55,0.18,0.27,75,0.28
267,paper,scissors,1,147,49,71,0.55,0.18,0.27,76,0.28
268,paper,scissors,1,148,49,71,0.55,0.18,0.26,77,0.29
269,paper,scissors,1,149,49,71,0.55,0.18,0.26,78,0.29
270,paper,scissors,1,150,49,71,0.56,0.18,0.26,79,0.29
271,scissors,scissors,0,150,50,71,0.55,0.18,0.26,79,0.29
272,rock,scissors,-1,150,50,72,0.55,0.18,0.26,78,0.29
273,scissors,scissors,0,150,51,72,0.55,0.19,0.26,78,0.29
274,paper,scissors,1,151,51,72,0.55,0.19,0.26,79,0.29
275,paper,scissors,1,152,51,72,0.55,0.19,0.26,80,0.29
276,scissors,scissors,0,152,52,72,0.55,0.19,0.26,80,0.29
277,rock,scissors,-1,152,52,73,0.55,0.19,0.26,79,0.29
278,scissors,scissors,0,152,53,73,0.55,0.19,0.26,79,0.28
279,paper,scissors,1,153,53,73,0.55,0.19,0.26,80,0.29
280,paper,scissors,1,154,53,73,0.55,0.19,0.26,81,0.29
281,rock,scissors,-1,154,53,74,0.55,0.19,0.26,80,0.28
282,scissors,scissors,0,154,54,74,0.55,0.19,0.26,80,0.28
283,paper,scissors,1,155,54,74,0.55,0.19,0.26,81,0.29
284,paper,scissors,1,156,54,74,0.55,0.19,0.26,82,0.29
285,rock,scissors,-1,156,54,75,0.55,0.19,0.26,81,0.28
286,rock,scissors,-1,156,54,76,0.55,0.19,0.27,80,0.28
287,rock,scissors,-1,156,54,77,0.54,0.19,0.27,79,0.28
288,rock,scissors,-1,156,54,78,0.54,0.19,0.27,78,0.27
289,paper,scissors,1,157,54,78,0.54,0.19,0.27,79,0.27
290,rock,scissors,-1,157,54,79,0.54,0.19,0.27,78,0.27
291,rock,scissors,-1,157,54,80,0.54,0.19,0.27,77,0.26
292,paper,scissors,1,158,54,80,0.54,0.18,0.27,78,0.27
293,paper,scissors,1,159,54,80,0.54,0.18,0.27,79,0.27
294,scissors,scissors,0,159,55,80,0.54,0.19,0.27,79,0.27
295,rock,scissors,-1,159,55,81,0.54,0.19,0.27,78,0.26
296,scissors,scissors,0,159,56,81,0.54,0.19,0.27,78,0.26
297,paper,scissors,1,160,56,81,0.54,0.19,0.27,79,0.27
298,rock,scissors,-1,160,56,82,0.54,0.19,0.28,78,0.26
299,paper,scissors,1,161,56,82,0.54,0.19,0.27,79,0.26
300,rock,scissors,-1,161,56,83,0.54,0.19,0.28,78,0.26
301,paper,scissors,1,162,56,83,0.54,0.19,0.28,79,0.26
302,paper,scissors,1,163,56,83,0.54,0.19,0.27,80,0.26
303,paper,scissors,1,164,56,83,0.54,0.18,0.27,81,0.27
304,rock,scissors,-1,164,56,84,0.54,0.18,0.28,80,0.26
305,paper,scissors,1,165,56,84,0.54,0.18,0.28,81,0.27
306,scissors,scissors,0,165,57,84,0.54,0.19,0.27,81,0.26
307,scissors,scissors,0,165,58,84,0.54,0.19,0.27,81,0.26
308,paper,scissors,1,166,58,84,0.54,0.19,0.27,82,0.27
309,paper,scissors,1,167,58,84,0.54,0.19,0.27,83,0.27
310,paper,scissors,1,168,58,84,0.54,0.19,0.27,84,0.27
311,paper,scissors,1,169,58,84,0.54,0.19,0.27,85,0.27
312,paper,scissors,1,170,58,84,0.54,0.19,0.27,86,0.28
313,paper,scissors,1,171,58,84,0.55,0.19,0.27,87,0.28
314,rock,scissors,-1,171,58,85,0.54,0.18,0.27,86,0.27
315,paper,scissors,1,172,58,85,0.55,0.18,0.27,87,0.28
316,paper,scissors,1,173,58,85,0.55,0.18,0.27,88,0.28
317,paper,scissors,1,174,58,85,0.55,0.18,0.27,89,0.28
318,scissors,scissors,0,174,59,85,0.55,0.19,0.27,89,0.28
319,paper,scissors,1,175,59,85,0.55,0.18,0.27,90,0.28
320,rock,scissors,-1,175,59,86,0.55,0.18,0.27,89,0.28
321,rock,scissors,-1,175,59,87,0.55,0.18,0.27,88,0.27
322,paper,scissors,1,176,59,87,0.55,0.18,0.27,89,0.28
323,rock,scissors,-1,176,59,88,0.54,0.18,0.27,88,0.27
324,rock,scissors,-1,176,59,89,0.54,0.18,0.27,87,0.27
325,rock,scissors,-1,176,59,90,0.54,0.18,0.28,86,0.26
326,rock,scissors,-1,176,59,91,0.54,0.18,0.28,85,0.26
327,paper,scissors,1,177,59,91,0.54,0.18,0.28,86,0.26
328,paper,scissors,1,178,59,91,0.54,0.18,0.28,87,0.27
329,scissors,scissors,0,178,60,91,0.54,0.18,0.28,87,0.26
330,rock,scissors,-1,178,60,92,0.54,0.18,0.28,86,0.26
331,paper,scissors,1,179,60,92,0.54,0.18,0.28,87,0.26
332,paper,scissors,1,180,60,92,0.54,0.18,0.28,88,0.27
333,paper,scissors,1,181,60,92,0.54,0.18,0.28,89,0.27
334,paper,scissors,1,182,60,92,0.54,0.18,0.28,90,0.27
335,paper,scissors,1,183,60,92,0.55,0.18,0.27,91,0.27
336,paper,scissors,1,184,60,92,0.55,0.18,0.27,92,0.27
337,paper,scissors,1,185,60,92,0.55,0.18,0.27,93,0.28
338,rock,scissors,-1,185,60,93,0.55,0.18,0.28,92,0.27
339,rock,scissors,-1,185,60,94,0.55,0.18,0.28,91,0.27
340,scissors,scissors,0,185,61,94,0.54,0.18,0.28,91,0.27
341,paper,scissors,1,186,61,94,0.55,0.18,0.28,92,0.27
342,paper,scissors,1,187,61,94,0.55,0.18,0.27,93,0.27
343,paper,scissors,1,188,61,94,0.55,0.18,0.27,94,0.27
344,paper,scissors,1,189,61,94,0.55,0.18,0.27,95,0.28
345,paper,scissors,1,190,61,94,0.55,0.18,0.27,96,0.28
346,rock,scissors,-1,190,61,95,0.55,0.18,0.27,95,0.27
347,rock,scissors,-1,190,61,96,0.55,0.18,0.28,94,0.27
348,rock,scissors,-1,190,61,97,0.55,0.18,0.28,93,0.27
349,paper,scissors,1,191,61,97,0.55,0.17,0.28,94,0.27
350,paper,scissors,1,192,61,97,0.55,0.17,0.28,95,0.27
351,paper,scissors,1,193,61,97,0.55,0.17,0.28,96,0.27
352,paper,scissors,1,194,61,97,0.55,0.17,0.28,97,0.28
353,paper,scissors,1,195,61,97,0.55,0.17,0.27,98,0.28
354,rock,scissors,-1,195,61,98,0.55,0.17,0.28,97,0.27
355,paper,scissors,1,196,61,98,0.55,0.17,0.28,98,0.28
356,rock,scissors,-1,196,61,99,0.55,0.17,0.28,97,0.27
357,rock,scissors,-1,196,61,100,0.55,0.17,0.28,96,0.27
358,rock,scissors,-1,196,61,101,0.55,0.17,0.28,95,0.27
359,scissors,scissors,0,196,62,101,0.55,0.17,0.28,95,0.26
360,rock,scissors,-1,196,62,102,0.54,0.17,0.28,94,0.26
361,paper,scissors,1,197,62,102,0.55,0.17,0.28,95,0.26
362,scissors,scissors,0,197,63,102,0.54,0.17,0.28,95,0.26
363,paper,scissors,1,198,63,102,0.55,0.17,0.28,96,0.26
364,scissors,scissors,0,198,64,102,0.54,0.18,0.28,96,0.26
365,rock,scissors,-1,198,64,103,0.54,0.18,0.28,95,0.26
366,paper,scissors,1,199,64,103,0.54,0.17,0.28,96,0.26
367,paper,scissors,1,200,64,103,0.54,0.17,0.28,97,0.26
368,rock,scissors,-1,200,64,104,0.54,0.17,0.28,96,0.26
369,rock,scissors,-1,200,64,105,0.54,0.17,0.28,95,0.26
370,scissors,scissors,0,200,65,105,0.54,0.18,0.28,95,0.26
371,paper,scissors,1,201,65,105,0.54,0.18,0.28,96,0.26
372,rock,scissors,-1,201,65,106,0.54,0.17,0.28,95,0.26
373,rock,scissors,-1,201,65,107,0.54,0.17,0.29,94,0.25
374,paper,scissors,1,202,65,107,0.54,0.17,0.29,95,0.25
375,rock,scissors,-1,202,65,108,0.54,0.17,0.29,94,0.25
376,paper,scissors,1,203,65,108,0.54,0.17,0.29,95,0.25
377,paper,scissors,1,204,65,108,0.54,0.17,0.29,96,0.25
378,paper,scissors,1,205,65,108,0.54,0.17,0.29,97,0.26
379,paper,scissors,1,206,65,108,0.54,0.17,0.28,98,0.26
380,scissors,scissors,0,206,66,108,0.54,0.17,0.28,98,0.26
381,paper,scissors,1,207,66,108,0.54,0.17,0.28,99,0.26
382,rock,scissors,-1,207,66,109,0.54,0.17,0.29,98,0.26
383,paper,scissors,1,208,66,109,0.54,0.17,0.28,99,0.26
384,rock,scissors,-1,208,66,110,0.54,0.17,0.29,98,0.26
385,scissors,scissors,0,208,67,110,0.54,0.17,0.29,98,0.25
386,paper,scissors,1,209,67,110,0.54,0.17,0.28,99,0.26
387,paper,scissors,1,210,67,110,0.54,0.17,0.28,100,0.26
388,paper,scissors,1,211,67,110,0.54,0.17,0.28,101,0.26
389,paper,scissors,1,212,67,110,0.54,0.17,0.28,102,0.26
390,scissors,scissors,0,212,68,110,0.54,0.17,0.28,102,0.26
391,paper,scissors,1,213,68,110,0.54,0.17,0.28,103,0.26
392,rock,scissors,-1,213,68,111,0.54,0.17,0.28,102,0.26
