n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
31,rock,rock,0,20,8,3,0.65,0.26,0.1,17,0.55
32,rock,rock,0,20,9,3,0.62,0.28,0.09,17,0.53
33,rock,rock,0,20,10,3,0.61,0.3,0.09,17,0.52
34,scissors,rock,1,21,10,3,0.62,0.29,0.09,18,0.53
35,scissors,rock,1,22,10,3,0.63,0.29,0.09,19,0.54
36,scissors,scissors,0,22,11,3,0.61,0.31,0.08,19,0.53
37,rock,scissors,-1,22,11,4,0.59,0.3,0.11,18,0.49
38,rock,rock,0,22,12,4,0.58,0.32,0.11,18,0.47
39,scissors,scissors,0,22,13,4,0.56,0.33,0.1,18,0.46
40,scissors,rock,1,23,13,4,0.57,0.33,0.1,19,0.47
41,rock,rock,0,23,14,4,0.56,0.34,0.1,19,0.46
42,rock,rock,0,23,15,4,0.55,0.36,0.1,19,0.45
43,rock,rock,0,23,16,4,0.53,0.37,0.09,19,0.44
44,scissors,rock,1,24,16,4,0.55,0.36,0.09,20,0.45
45,scissors,rock,1,25,16,4,0.56,0.36,0.09,21,0.47
46,scissors,scissors,0,25,17,4,0.54,0.37,0.09,21,0.46
47,scissors,rock,1,26,17,4,0.55,0.36,0.09,22,0.47
48,scissors,rock,1,27,17,4,0.56,0.35,0.08,23,0.48
49,rock,rock,0,27,18,4,0.55,0.37,0.08,23,0.47
50,scissors,rock,1,28,18,4,0.56,0.36,0.08,24,0.48
51,scissors,rock,1,29,18,4,0.57,0.35,0.08,25,0.49
52,scissors,rock,1,30,18,4,0.58,0.35,0.08,26,0.5
53,scissors,rock,1,31,18,4,0.58,0.34,0.08,27,0.51
54,rock,rock,0,31,19,4,0.57,0.35,0.07,27,0.5
55,rock,rock,0,31,20,4,0.56,0.36,0.07,27,0.49
56,scissors,scissors,0,31,21,4,0.55,0.38,0.07,27,0.48
57,scissors,rock,1,32,21,4,0.56,0.37,0.07,28,0.49
58,scissors,rock,1,33,21,4,0.57,0.36,0.07,29,0.5
59,scissors,rock,1,34,21,4,0.58,0.36,0.07,30,0.51
60,scissors,rock,1,35,21,4,0.58,0.35,0.07,31,0.52
61,scissors,rock,1,36,21,4,0.59,0.34,0.07,32,0.52
62,scissors,rock,1,37,21,4,0.6,0.34,0.06,33,0.53
63,rock,rock,0,37,22,4,0.59,0.35,0.06,33,0.52
64,scissors,rock,1,38,22,4,0.59,0.34,0.06,34,0.53
65,rock,rock,0,38,23,4,0.58,0.35,0.06,34,0.52
66,scissors,scissors,0,38,24,4,0.58,0.36,0.06,34,0.52
67,rock,rock,0,38,25,4,0.57,0.37,0.06,34,0.51
68,scissors,rock,1,39,25,4,0.57,0.37,0.06,35,0.51
69,scissors,rock,1,40,25,4,0.58,0.36,0.06,36,0.52
70,scissors,scissors,0,40,26,4,0.57,0.37,0.06,36,0.51
71,scissors,scissors,0,40,27,4,0.56,0.38,0.06,36,0.51
72,scissors,rock,1,41,27,4,0.57,0.38,0.06,37,0.51
73,rock,scissors,-1,41,27,5,0.56,0.37,0.07,36,0.49
74,scissors,rock,1,42,27,5,0.57,0.36,0.07,37,0.5
75,scissors,rock,1,43,27,5,0.57,0.36,0.07,38,0.51
76,rock,rock,0,43,28,5,0.57,0.37,0.07,38,0.5
77,rock,rock,0,43,29,5,0.56,0.38,0.06,38,0.49
78,scissors,rock,1,44,29,5,0.56,0.37,0.06,39,0.5
79,rock,rock,0,44,30,5,0.56,0.38,0.06,39,0.49
80,rock,rock,0,44,31,5,0.55,0.39,0.06,39,0.49
81,rock,rock,0,44,32,5,0.54,0.4,0.06,39,0.48
82,rock,rock,0,44,33,5,0.54,0.4,0.06,39,0.48
83,scissors,rock,1,45,33,5,0.54,0.4,0.06,40,0.48
84,scissors,rock,1,46,33,5,0.55,0.39,0.06,41,0.49
85,rock,rock,0,46,34,5,0.54,0.4,0.06,41,0.48
86,scissors,rock,1,47,34,5,0.55,0.4,0.06,42,0.49
87,scissors,rock,1,48,34,5,0.55,0.39,0.06,43,0.49
88,rock,rock,0,48,35,5,0.55,0.4,0.06,43,0.49
89,rock,rock,0,48,36,5,0.54,0.4,0.06,43,0.48
90,scissors,rock,1,49,36,5,0.54,0.4,0.06,44,0.49
91,scissors,rock,1,50,36,5,0.55,0.4,0.05,45,0.49
92,rock,rock,0,50,37,5,0.54,0.4,0.05,45,0.49
93,rock,rock,0,50,38,5,0.54,0.41,0.05,45,0.48
94,scissors,rock,1,51,38,5,0.54,0.4,0.05,46,0.49
95,scissors,rock,1,52,38,5,0.55,0.4,0.05,47,0.49
96,rock,rock,0,52,39,5,0.54,0.41,0.05,47,0.49
97,scissors,scissors,0,52,40,5,0.54,0.41,0.05,47,0.48
98,scissors,rock,1,53,40,5,0.54,0.41,0.05,48,0.49
99,scissors,rock,1,54,40,5,0.55,0.4,0.05,49,0.49
100,rock,rock,0,54,41,5,0.54,0.41,0.05,49,0.49
101,scissors,scissors,0,54,42,5,0.53,0.42,0.05,49,0.49
102,rock,rock,0,54,43,5,0.53,0.42,0.05,49,0.48
103,scissors,scissors,0,54,44,5,0.52,0.43,0.05,49,0.48
104,scissors,rock,1,55,44,5,0.53,0.42,0.05,50,0.48
105,scissors,rock,1,56,44,5,0.53,0.42,0.05,51,0.49
106,rock,scissors,-1,56,44,6,0.53,0.42,0.06,50,0.47
107,scissors,rock,1,57,44,6,0.53,0.41,0.06,51,0.48
108,scissors,rock,1,58,44,6,0.54,0.41,0.06,52,0.48
109,scissors,rock,1,59,44,6,0.54,0.4,0.06,53,0.49
110,scissors,rock,1,60,44,6,0.55,0.4,0.05,54,0.49
111,scissors,rock,1,61,44,6,0.55,0.4,0.05,55,0.5
112,scissors,rock,1,62,44,6,0.55,0.39,0.05,56,0.5
113,rock,rock,0,62,45,6,0.55,0.4,0.05,56,0.5
114,rock,rock,0,62,46,6,0.54,0.4,0.05,56,0.49
115,rock,rock,0,62,47,6,0.54,0.41,0.05,56,0.49
116,rock,rock,0,62,48,6,0.53,0.41,0.05,56,0.48
117,scissors,rock,1,63,48,6,0.54,0.41,0.05,57,0.49
118,rock,scissors,-1,63,48,7,0.53,0.41,0.06,56,0.47
119,rock,rock,0,63,49,7,0.53,0.41,0.06,56,0.47
120,scissors,rock,1,64,49,7,0.53,0.41,0.06,57,0.47
121,scissors,rock,1,65,49,7,0.54,0.4,0.06,58,0.48
122,scissors,rock,1,66,49,7,0.54,0.4,0.06,59,0.48
123,rock,rock,0,66,50,7,0.54,0.41,0.06,59,0.48
124,rock,scissors,-1,66,50,8,0.53,0.4,0.06,58,0.47
125,scissors,rock,1,67,50,8,0.54,0.4,0.06,59,0.47
126,rock,rock,0,67,51,8,0.53,0.4,0.06,59,0.47
127,scissors,rock,1,68,51,8,0.54,0.4,0.06,60,0.47
128,scissors,rock,1,69,51,8,0.54,0.4,0.06,61,0.48
129,scissors,rock,1,70,51,8,0.54,0.4,0.06,62,0.48
130,scissors,rock,1,71,51,8,0.55,0.39,0.06,63,0.48
131,scissors,rock,1,72,51,8,0.55,0.39,0.06,64,0.49
132,scissors,rock,1,73,51,8,0.55,0.39,0.06,65,0.49
133,scissors,rock,1,74,51,8,0.56,0.38,0.06,66,0.5
134,scissors,rock,1,75,51,8,0.56,0.38,0.06,67,0.5
135,scissors,scissors,0,75,52,8,0.56,0.39,0.06,67,0.5
136,scissors,rock,1,76,52,8,0.56,0.38,0.06,68,0.5
137,rock,rock,0,76,53,8,0.55,0.39,0.06,68,0.5
138,scissors,rock,1,77,53,8,0.56,0.38,0.06,69,0.5
139,scissors,rock,1,78,53,8,0.56,0.38,0.06,70,0.5
140,rock,rock,0,78,54,8,0.56,0.39,0.06,70,0.5
141,scissors,scissors,0,78,55,8,0.55,0.39,0.06,70,0.5
142,scissors,rock,1,79,55,8,0.56,0.39,0.06,71,0.5
143,scissors,rock,1,80,55,8,0.56,0.38,0.06,72,0.5
144,rock,rock,0,80,56,8,0.56,0.39,0.06,72,0.5
145,scissors,rock,1,81,56,8,0.56,0.39,0.06,73,0.5
146,scissors,rock,1,82,56,8,0.56,0.38,0.05,74,0.51
147,scissors,rock,1,83,56,8,0.56,0.38,0.05,75,0.51
148,rock,rock,0,83,57,8,0.56,0.39,0.05,75,0.51
149,scissors,scissors,0,83,58,8,0.56,0.39,0.05,75,0.5
150,scissors,rock,1,84,58,8,0.56,0.39,0.05,76,0.51
151,rock,rock,0,84,59,8,0.56,0.39,0.05,76,0.5
152,scissors,rock,1,85,59,8,0.56,0.39,0.05,77,0.51
153,scissors,scissors,0,85,60,8,0.56,0.39,0.05,77,0.5
154,scissors,scissors,0,85,61,8,0.55,0.4,0.05,77,0.5
155,scissors,rock,1,86,61,8,0.55,0.39,0.05,78,0.5
156,rock,rock,0,86,62,8,0.55,0.4,0.05,78,0.5
157,scissors,rock,1,87,62,8,0.55,0.39,0.05,79,0.5
158,rock,rock,0,87,63,8,0.55,0.4,0.05,79,0.5
159,rock,rock,0,87,64,8,0.55,0.4,0.05,79,0.5
160,scissors,rock,1,88,64,8,0.55,0.4,0.05,80,0.5
161,rock,rock,0,88,65,8,0.55,0.4,0.05,80,0.5
162,rock,scissors,-1,88,65,9,0.54,0.4,0.06,79,0.49
163,scissors,rock,1,89,65,9,0.55,0.4,0.06,80,0.49
164,rock,rock,0,89,66,9,0.54,0.4,0.05,80,0.49
165,rock,rock,0,89,67,9,0.54,0.41,0.05,80,0.48
166,rock,rock,0,89,68,9,0.54,0.41,0.05,80,0.48
167,rock,rock,0,89,69,9,0.53,0.41,0.05,80,0.48
168,rock,rock,0,89,70,9,0.53,0.42,0.05,80,0.48
169,rock,rock,0,89,71,9,0.53,0.42,0.05,80,0.47
170,scissors,rock,1,90,71,9,0.53,0.42,0.05,81,0.48
171,rock,rock,0,90,72,9,0.53,0.42,0.05,81,0.47
172,rock,scissors,-1,90,72,10,0.52,0.42,0.06,80,0.47
173,scissors,rock,1,91,72,10,0.53,0.42,0.06,81,0.47
174,rock,rock,0,91,73,10,0.52,0.42,0.06,81,0.47
175,scissors,rock,1,92,73,10,0.53,0.42,0.06,82,0.47
176,scissors,scissors,0,92,74,10,0.52,0.42,0.06,82,0.47
177,rock,rock,0,92,75,10,0.52,0.42,0.06,82,0.46
178,scissors,rock,1,93,75,10,0.52,0.42,0.06,83,0.47
179,rock,rock,0,93,76,10,0.52,0.42,0.06,83,0.46
180,scissors,rock,1,94,76,10,0.52,0.42,0.06,84,0.47
181,rock,rock,0,94,77,10,0.52,0.43,0.06,84,0.46
182,rock,rock,0,94,78,10,0.52,0.43,0.05,84,0.46
183,scissors,scissors,0,94,79,10,0.51,0.43,0.05,84,0.46
184,scissors,rock,1,95,79,10,0.52,0.43,0.05,85,0.46
185,scissors,rock,1,96,79,10,0.52,0.43,0.05,86,0.46
186,scissors,rock,1,97,79,10,0.52,0.42,0.05,87,0.47
187,rock,rock,0,97,80,10,0.52,0.43,0.05,87,0.47
188,rock,rock,0,97,81,10,0.52,0.43,0.05,87,0.46
189,scissors,rock,1,98,81,10,0.52,0.43,0.05,88,0.47
190,scissors,rock,1,99,81,10,0.52,0.43,0.05,89,0.47
191,scissors,scissors,0,99,82,10,0.52,0.43,0.05,89,0.47
192,scissors,rock,1,100,82,10,0.52,0.43,0.05,90,0.47
193,rock,rock,0,100,83,10,0.52,0.43,0.05,90,0.47
194,scissors,rock,1,101,83,10,0.52,0.43,0.05,91,0.47
195,scissors,rock,1,102,83,10,0.52,0.43,0.05,92,0.47
196,scissors,rock,1,103,83,10,0.53,0.42,0.05,93,0.47
197,rock,rock,0,103,84,10,0.52,0.43,0.05,93,0.47
198,scissors,rock,1,104,84,10,0.53,0.42,0.05,94,0.47
199,scissors,rock,1,105,84,10,0.53,0.42,0.05,95,0.48
200,scissors,scissors,0,105,85,10,0.53,0.42,0.05,95,0.47
201,rock,rock,0,105,86,10,0.52,0.43,0.05,95,0.47
202,scissors,rock,1,106,86,10,0.52,0.43,0.05,96,0.48
203,rock,rock,0,106,87,10,0.52,0.43,0.05,96,0.47
204,rock,rock,0,106,88,10,0.52,0.43,0.05,96,0.47
205,scissors,scissors,0,106,89,10,0.52,0.43,0.05,96,0.47
206,rock,rock,0,106,90,10,0.51,0.44,0.05,96,0.47
207,rock,rock,0,106,91,10,0.51,0.44,0.05,96,0.46
208,scissors,rock,1,107,91,10,0.51,0.44,0.05,97,0.47
209,scissors,rock,1,108,91,10,0.52,0.44,0.05,98,0.47
210,rock,rock,0,108,92,10,0.51,0.44,0.05,98,0.47
211,rock,rock,0,108,93,10,0.51,0.44,0.05,98,0.46
212,scissors,rock,1,109,93,10,0.51,0.44,0.05,99,0.47
213,scissors,rock,1,110,93,10,0.52,0.44,0.05,100,0.47
214,scissors,scissors,0,110,94,10,0.51,0.44,0.05,100,0.47
215,scissors,rock,1,111,94,10,0.52,0.44,0.05,101,0.47
216,scissors,scissors,0,111,95,10,0.51,0.44,0.05,101,0.47
217,scissors,rock,1,112,95,10,0.52,0.44,0.05,102,0.47
218,rock,rock,0,112,96,10,0.51,0.44,0.05,102,0.47
219,scissors,rock,1,113,96,10,0.52,0.44,0.05,103,0.47
220,rock,rock,0,113,97,10,0.51,0.44,0.05,103,0.47
221,scissors,rock,1,114,97,10,0.52,0.44,0.05,104,0.47
222,rock,scissors,-1,114,97,11,0.51,0.44,0.05,103,0.46
223,scissors,rock,1,115,97,11,0.52,0.43,0.05,104,0.47
224,rock,rock,0,115,98,11,0.51,0.44,0.05,104,0.46
225,rock,rock,0,115,99,11,0.51,0.44,0.05,104,0.46
226,scissors,scissors,0,115,100,11,0.51,0.44,0.05,104,0.46
227,rock,rock,0,115,101,11,0.51,0.44,0.05,104,0.46
228,scissors,rock,1,116,101,11,0.51,0.44,0.05,105,0.46
229,scissors,rock,1,117,101,11,0.51,0.44,0.05,106,0.46
230,scissors,rock,1,118,101,11,0.51,0.44,0.05,107,0.47
231,scissors,rock,1,119,101,11,0.52,0.44,0.05,108,0.47
232,rock,rock,0,119,102,11,0.51,0.44,0.05,108,0.47
233,scissors,rock,1,120,102,11,0.52,0.44,0.05,109,0.47
234,scissors,scissors,0,120,103,11,0.51,0.44,0.05,109,0.47
235,scissors,rock,1,121,103,11,0.51,0.44,0.05,110,0.47
236,scissors,rock,1,122,103,11,0.52,0.44,0.05,111,0.47
237,scissors,rock,1,123,103,11,0.52,0.43,0.05,112,0.47
238,scissors,scissors,0,123,104,11,0.52,0.44,0.05,112,0.47
239,scissors,rock,1,124,104,11,0.52,0.44,0.05,113,0.47
240,scissors,rock,1,125,104,11,0.52,0.43,0.05,114,0.47
241,scissors,scissors,0,125,105,11,0.52,0.44,0.05,114,0.47
242,scissors,scissors,0,125,106,11,0.52,0.44,0.05,114,0.47
243,rock,rock,0,125,107,11,0.51,0.44,0.05,114,0.47
244,rock,rock,0,125,108,11,0.51,0.44,0.05,114,0.47
245,rock,rock,0,125,109,11,0.51,0.44,0.04,114,0.47
246,rock,rock,0,125,110,11,0.51,0.45,0.04,114,0.46
247,scissors,rock,1,126,110,11,0.51,0.45,0.04,115,0.47
248,scissors,rock,1,127,110,11,0.51,0.44,0.04,116,0.47
249,rock,rock,0,127,111,11,0.51,0.45,0.04,116,0.47
250,scissors,rock,1,128,111,11,0.51,0.44,0.04,117,0.47
251,scissors,rock,1,129,111,11,0.51,0.44,0.04,118,0.47
252,scissors,rock,1,130,111,11,0.52,0.44,0.04,119,0.47
253,scissors,rock,1,131,111,11,0.52,0.44,0.04,120,0.47
254,scissors,rock,1,132,111,11,0.52,0.44,0.04,121,0.48
255,rock,rock,0,132,112,11,0.52,0.44,0.04,121,0.47
256,rock,rock,0,132,113,11,0.52,0.44,0.04,121,0.47
257,rock,rock,0,132,114,11,0.51,0.44,0.04,121,0.47
258,scissors,rock,1,133,114,11,0.52,0.44,0.04,122,0.47
259,rock,rock,0,133,115,11,0.51,0.44,0.04,122,0.47
260,scissors,rock,1,134,115,11,0.52,0.44,0.04,123,0.47
261,scissors,rock,1,135,115,11,0.52,0.44,0.04,124,0.48
262,scissors,rock,1,136,115,11,0.52,0.44,0.04,125,0.48
263,scissors,rock,1,137,115,11,0.52,0.44,0.04,126,0.48
264,scissors,rock,1,138,115,11,0.52,0.44,0.04,127,0.48
265,rock,scissors,-1,138,115,12,0.52,0.43,0.05,126,0.48
266,rock,rock,0,138,116,12,0.52,0.44,0.05,126,0.47
267,scissors,rock,1,139,116,12,0.52,0.43,0.04,127,0.48
268,rock,scissors,-1,139,116,13,0.52,0.43,0.05,126,0.47
269,scissors,rock,1,140,116,13,0.52,0.43,0.05,127,0.47
270,rock,rock,0,140,117,13,0.52,0.43,0.05,127,0.47
271,scissors,rock,1,141,117,13,0.52,0.43,0.05,128,0.47
272,scissors,rock,1,142,117,13,0.52,0.43,0.05,129,0.47
273,scissors,rock,1,143,117,13,0.52,0.43,0.05,130,0.48
274,scissors,rock,1,144,117,13,0.53,0.43,0.05,131,0.48
275,rock,rock,0,144,118,13,0.52,0.43,0.05,131,0.48
276,rock,rock,0,144,119,13,0.52,0.43,0.05,131,0.47
277,scissors,rock,1,145,119,13,0.52,0.43,0.05,132,0.48
278,scissors,rock,1,146,119,13,0.53,0.43,0.05,133,0.48
279,rock,rock,0,146,120,13,0.52,0.43,0.05,133,0.48
280,rock,rock,0,146,121,13,0.52,0.43,0.05,133,0.47
281,rock,rock,0,146,122,13,0.52,0.43,0.05,133,0.47
282,scissors,rock,1,147,122,13,0.52,0.43,0.05,134,0.48
283,scissors,rock,1,148,122,13,0.52,0.43,0.05,135,0.48
284,scissors,rock,1,149,122,13,0.52,0.43,0.05,136,0.48
285,rock,rock,0,149,123,13,0.52,0.43,0.05,136,0.48
286,scissors,rock,1,150,123,13,0.52,0.43,0.05,137,0.48
287,scissors,rock,1,151,123,13,0.53,0.43,0.05,138,0.48
288,scissors,rock,1,152,123,13,0.53,0.43,0.05,139,0.48
289,scissors,rock,1,153,123,13,0.53,0.43,0.04,140,0.48
290,scissors,rock,1,154,123,13,0.53,0.42,0.04,141,0.49
291,scissors,rock,1,155,123,13,0.53,0.42,0.04,142,0.49
292,scissors,rock,1,156,123,13,0.53,0.42,0.04,143,0.49
293,rock,rock,0,156,124,13,0.53,0.42,0.04,143,0.49
294,scissors,rock,1,157,124,13,0.53,0.42,0.04,144,0.49
295,rock,rock,0,157,125,13,0.53,0.42,0.04,144,0.49
296,scissors,rock,1,158,125,13,0.53,0.42,0.04,145,0.49
297,scissors,scissors,0,158,126,13,0.53,0.42,0.04,145,0.49
298,scissors,rock,1,159,126,13,0.53,0.42,0.04,146,0.49
299,rock,scissors,-1,159,126,14,0.53,0.42,0.05,145,0.48
300,rock,scissors,-1,159,126,15,0.53,0.42,0.05,144,0.48
301,scissors,rock,1,160,126,15,0.53,0.42,0.05,145,0.48
302,scissors,scissors,0,160,127,15,0.53,0.42,0.05,145,0.48
303,scissors,rock,1,161,127,15,0.53,0.42,0.05,146,0.48
304,scissors,rock,1,162,127,15,0.53,0.42,0.05,147,0.48
305,rock,rock,0,162,128,15,0.53,0.42,0.05,147,0.48
306,rock,rock,0,162,129,15,0.53,0.42,0.05,147,0.48
307,scissors,rock,1,163,129,15,0.53,0.42,0.05,148,0.48
308,rock,rock,0,163,130,15,0.53,0.42,0.05,148,0.48
309,scissors,scissors,0,163,131,15,0.53,0.42,0.05,148,0.48
310,scissors,rock,1,164,131,15,0.53,0.42,0.05,149,0.48
311,scissors,rock,1,165,131,15,0.53,0.42,0.05,150,0.48
312,scissors,rock,1,166,131,15,0.53,0.42,0.05,151,0.48
313,scissors,rock,1,167,131,15,0.53,0.42,0.05,152,0.49
314,scissors,rock,1,168,131,15,0.54,0.42,0.05,153,0.49
315,scissors,rock,1,169,131,15,0.54,0.42,0.05,154,0.49
316,scissors,rock,1,170,131,15,0.54,0.41,0.05,155,0.49
317,scissors,rock,1,171,131,15,0.54,0.41,0.05,156,0.49
318,scissors,rock,1,172,131,15,0.54,0.41,0.05,157,0.49
319,scissors,rock,1,173,131,15,0.54,0.41,0.05,158,0.5
320,scissors,rock,1,174,131,15,0.54,0.41,0.05,159,0.5
321,scissors,rock,1,175,131,15,0.55,0.41,0.05,160,0.5
322,scissors,rock,1,176,131,15,0.55,0.41,0.05,161,0.5
323,scissors,rock,1,177,131,15,0.55,0.41,0.05,162,0.5
324,scissors,scissors,0,177,132,15,0.55,0.41,0.05,162,0.5
325,scissors,rock,1,178,132,15,0.55,0.41,0.05,163,0.5
326,scissors,rock,1,179,132,15,0.55,0.4,0.05,164,0.5
327,scissors,rock,1,180,132,15,0.55,0.4,0.05,165,0.5
328,scissors,rock,1,181,132,15,0.55,0.4,0.05,166,0.51
329,scissors,rock,1,182,132,15,0.55,0.4,0.05,167,0.51
330,scissors,rock,1,183,132,15,0.55,0.4,0.05,168,0.51
331,scissors,rock,1,184,132,15,0.56,0.4,0.05,169,0.51
332,rock,rock,0,184,133,15,0.55,0.4,0.05,169,0.51
333,scissors,rock,1,185,133,15,0.56,0.4,0.05,170,0.51
334,scissors,rock,1,186,133,15,0.56,0.4,0.04,171,0.51
335,scissors,rock,1,187,133,15,0.56,0.4,0.04,172,0.51
336,scissors,rock,1,188,133,15,0.56,0.4,0.04,173,0.51
337,rock,scissors,-1,188,133,16,0.56,0.39,0.05,172,0.51
338,scissors,rock,1,189,133,16,0.56,0.39,0.05,173,0.51
339,scissors,rock,1,190,133,16,0.56,0.39,0.05,174,0.51
340,rock,scissors,-1,190,133,17,0.56,0.39,0.05,173,0.51
341,rock,rock,0,190,134,17,0.56,0.39,0.05,173,0.51
342,rock,scissors,-1,190,134,18,0.56,0.39,0.05,172,0.5
343,scissors,scissors,0,190,135,18,0.55,0.39,0.05,172,0.5
344,scissors,rock,1,191,135,18,0.56,0.39,0.05,173,0.5
345,scissors,rock,1,192,135,18,0.56,0.39,0.05,174,0.5
346,scissors,scissors,0,192,136,18,0.55,0.39,0.05,174,0.5
347,rock,scissors,-1,192,136,19,0.55,0.39,0.05,173,0.5
348,rock,rock,0,192,137,19,0.55,0.39,0.05,173,0.5
349,scissors,rock,1,193,137,19,0.55,0.39,0.05,174,0.5
350,scissors,scissors,0,193,138,19,0.55,0.39,0.05,174,0.5
351,rock,rock,0,193,139,19,0.55,0.4,0.05,174,0.5
352,scissors,rock,1,194,139,19,0.55,0.39,0.05,175,0.5
353,rock,rock,0,194,140,19,0.55,0.4,0.05,175,0.5
354,rock,scissors,-1,194,140,20,0.55,0.4,0.06,174,0.49
355,rock,rock,0,194,141,20,0.55,0.4,0.06,174,0.49
356,scissors,rock,1,195,141,20,0.55,0.4,0.06,175,0.49
357,rock,rock,0,195,142,20,0.55,0.4,0.06,175,0.49
358,scissors,rock,1,196,142,20,0.55,0.4,0.06,176,0.49
359,scissors,scissors,0,196,143,20,0.55,0.4,0.06,176,0.49
360,scissors,rock,1,197,143,20,0.55,0.4,0.06,177,0.49
361,scissors,rock,1,198,143,20,0.55,0.4,0.06,178,0.49
362,scissors,scissors,0,198,144,20,0.55,0.4,0.06,178,0.49
363,rock,rock,0,198,145,20,0.55,0.4,0.06,178,0.49
364,scissors,rock,1,199,145,20,0.55,0.4,0.05,179,0.49
365,scissors,rock,1,200,145,20,0.55,0.4,0.05,180,0.49
366,rock,rock,0,200,146,20,0.55,0.4,0.05,180,0.49
367,scissors,rock,1,201,146,20,0.55,0.4,0.05,181,0.49
368,scissors,scissors,0,201,147,20,0.55,0.4,0.05,181,0.49
369,rock,rock,0,201,148,20,0.54,0.4,0.05,181,0.49
370,scissors,rock,1,202,148,20,0.55,0.4,0.05,182,0.49
371,scissors,scissors,0,202,149,20,0.54,0.4,0.05,182,0.49
372,scissors,rock,1,203,149,20,0.55,0.4,0.05,183,0.49
373,rock,rock,0,203,150,20,0.54,0.4,0.05,183,0.49
374,scissors,rock,1,204,150,20,0.55,0.4,0.05,184,0.49
375,scissors,scissors,0,204,151,20,0.54,0.4,0.05,184,0.49
376,scissors,rock,1,205,151,20,0.55,0.4,0.05,185,0.49
377,scissors,rock,1,206,151,20,0.55,0.4,0.05,186,0.49
378,scissors,rock,1,207,151,20,0.55,0.4,0.05,187,0.49
379,scissors,rock,1,208,151,20,0.55,0.4,0.05,188,0.5
380,scissors,rock,1,209,151,20,0.55,0.4,0.05,189,0.5
381,scissors,rock,1,210,151,20,0.55,0.4,0.05,190,0.5
382,scissors,rock,1,211,151,20,0.55,0.4,0.05,191,0.5
383,rock,scissors,-1,211,151,21,0.55,0.39,0.05,190,0.5
384,rock,rock,0,211,152,21,0.55,0.4,0.05,190,0.49
385,rock,rock,0,211,153,21,0.55,0.4,0.05,190,0.49
386,rock,rock,0,211,154,21,0.55,0.4,0.05,190,0.49
387,scissors,rock,1,212,154,21,0.55,0.4,0.05,191,0.49
388,scissors,rock,1,213,154,21,0.55,0.4,0.05,192,0.49
389,scissors,rock,1,214,154,21,0.55,0.4,0.05,193,0.5
390,rock,rock,0,214,155,21,0.55,0.4,0.05,193,0.49
391,scissors,rock,1,215,155,21,0.55,0.4,0.05,194,0.5
392,rock,rock,0,215,156,21,0.55,0.4,0.05,194,0.49
393,rock,rock,0,215,157,21,0.55,0.4,0.05,194,0.49
394,rock,rock,0,215,158,21,0.55,0.4,0.05,194,0.49
395,scissors,rock,1,216,158,21,0.55,0.4,0.05,195,0.49
396,rock,rock,0,216,159,21,0.55,0.4,0.05,195,0.49
397,scissors,scissors,0,216,160,21,0.54,0.4,0.05,195,0.49
398,rock,rock,0,216,161,21,0.54,0.4,0.05,195,0.49
399,rock,rock,0,216,162,21,0.54,0.41,0.05,195,0.49
