n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
72,scissors,rock,1,43,27,2,0.6,0.38,0.03,41,0.57
73,rock,rock,0,43,28,2,0.59,0.38,0.03,41,0.56
74,scissors,rock,1,44,28,2,0.59,0.38,0.03,42,0.57
75,scissors,rock,1,45,28,2,0.6,0.37,0.03,43,0.57
76,scissors,rock,1,46,28,2,0.61,0.37,0.03,44,0.58
77,scissors,rock,1,47,28,2,0.61,0.36,0.03,45,0.58
78,scissors,rock,1,48,28,2,0.62,0.36,0.03,46,0.59
79,scissors,rock,1,49,28,2,0.62,0.35,0.03,47,0.59
80,rock,rock,0,49,29,2,0.61,0.36,0.03,47,0.59
81,rock,rock,0,49,30,2,0.6,0.37,0.02,47,0.58
82,scissors,rock,1,50,30,2,0.61,0.37,0.02,48,0.59
83,scissors,scissors,0,50,31,2,0.6,0.37,0.02,48,0.58
84,scissors,rock,1,51,31,2,0.61,0.37,0.02,49,0.58
85,rock,rock,0,51,32,2,0.6,0.38,0.02,49,0.58
86,scissors,rock,1,52,32,2,0.6,0.37,0.02,50,0.58
87,scissors,rock,1,53,32,2,0.61,0.37,0.02,51,0.59
88,rock,rock,0,53,33,2,0.6,0.38,0.02,51,0.58
89,scissors,rock,1,54,33,2,0.61,0.37,0.02,52,0.58
90,scissors,rock,1,55,33,2,0.61,0.37,0.02,53,0.59
91,rock,rock,0,55,34,2,0.6,0.37,0.02,53,0.58
92,rock,rock,0,55,35,2,0.6,0.38,0.02,53,0.58
93,scissors,rock,1,56,35,2,0.6,0.38,0.02,54,0.58
94,scissors,rock,1,57,35,2,0.61,0.37,0.02,55,0.59
95,scissors,rock,1,58,35,2,0.61,0.37,0.02,56,0.59
96,rock,rock,0,58,36,2,0.6,0.38,0.02,56,0.58
97,rock,rock,0,58,37,2,0.6,0.38,0.02,56,0.58
98,scissors,scissors,0,58,38,2,0.59,0.39,0.02,56,0.57
99,scissors,rock,1,59,38,2,0.6,0.38,0.02,57,0.58
100,scissors,rock,1,60,38,2,0.6,0.38,0.02,58,0.58
101,scissors,rock,1,61,38,2,0.6,0.38,0.02,59,0.58
102,scissors,rock,1,62,38,2,0.61,0.37,0.02,60,0.59
103,scissors,rock,1,63,38,2,0.61,0.37,0.02,61,0.59
104,scissors,rock,1,64,38,2,0.62,0.37,0.02,62,0.6
105,scissors,rock,1,65,38,2,0.62,0.36,0.02,63,0.6
106,scissors,rock,1,66,38,2,0.62,0.36,0.02,64,0.6
107,rock,rock,0,66,39,2,0.62,0.36,0.02,64,0.6
108,scissors,scissors,0,66,40,2,0.61,0.37,0.02,64,0.59
109,rock,rock,0,66,41,2,0.61,0.38,0.02,64,0.59
110,rock,scissors,-1,66,41,3,0.6,0.37,0.03,63,0.57
111,scissors,scissors,0,66,42,3,0.59,0.38,0.03,63,0.57
112,scissors,rock,1,67,42,3,0.6,0.38,0.03,64,0.57
113,scissors,rock,1,68,42,3,0.6,0.37,0.03,65,0.58
114,scissors,rock,1,69,42,3,0.61,0.37,0.03,66,0.58
115,scissors,rock,1,70,42,3,0.61,0.37,0.03,67,0.58
116,scissors,rock,1,71,42,3,0.61,0.36,0.03,68,0.59
117,rock,rock,0,71,43,3,0.61,0.37,0.03,68,0.58
118,scissors,scissors,0,71,44,3,0.6,0.37,0.03,68,0.58
119,rock,scissors,-1,71,44,4,0.6,0.37,0.03,67,0.56
120,scissors,scissors,0,71,45,4,0.59,0.38,0.03,67,0.56
121,scissors,rock,1,72,45,4,0.6,0.37,0.03,68,0.56
122,rock,rock,0,72,46,4,0.59,0.38,0.03,68,0.56
123,scissors,rock,1,73,46,4,0.59,0.37,0.03,69,0.56
124,scissors,rock,1,74,46,4,0.6,0.37,0.03,70,0.56
125,scissors,rock,1,75,46,4,0.6,0.37,0.03,71,0.57
126,scissors,scissors,0,75,47,4,0.6,0.37,0.03,71,0.56
127,scissors,rock,1,76,47,4,0.6,0.37,0.03,72,0.57
128,rock,rock,0,76,48,4,0.59,0.38,0.03,72,0.56
129,rock,rock,0,76,49,4,0.59,0.38,0.03,72,0.56
130,rock,rock,0,76,50,4,0.58,0.38,0.03,72,0.55
131,scissors,rock,1,77,50,4,0.59,0.38,0.03,73,0.56
132,scissors,rock,1,78,50,4,0.59,0.38,0.03,74,0.56
133,scissors,rock,1,79,50,4,0.59,0.38,0.03,75,0.56
134,rock,scissors,-1,79,50,5,0.59,0.37,0.04,74,0.55
135,scissors,rock,1,80,50,5,0.59,0.37,0.04,75,0.56
136,rock,scissors,-1,80,50,6,0.59,0.37,0.04,74,0.54
137,scissors,scissors,0,80,51,6,0.58,0.37,0.04,74,0.54
138,scissors,rock,1,81,51,6,0.59,0.37,0.04,75,0.54
139,scissors,rock,1,82,51,6,0.59,0.37,0.04,76,0.55
140,rock,rock,0,82,52,6,0.59,0.37,0.04,76,0.54
141,rock,scissors,-1,82,52,7,0.58,0.37,0.05,75,0.53
142,rock,rock,0,82,53,7,0.58,0.37,0.05,75,0.53
143,rock,rock,0,82,54,7,0.57,0.38,0.05,75,0.52
144,scissors,scissors,0,82,55,7,0.57,0.38,0.05,75,0.52
145,scissors,scissors,0,82,56,7,0.57,0.39,0.05,75,0.52
146,rock,rock,0,82,57,7,0.56,0.39,0.05,75,0.51
147,rock,rock,0,82,58,7,0.56,0.39,0.05,75,0.51
148,rock,rock,0,82,59,7,0.55,0.4,0.05,75,0.51
149,rock,rock,0,82,60,7,0.55,0.4,0.05,75,0.5
150,scissors,rock,1,83,60,7,0.55,0.4,0.05,76,0.51
151,scissors,rock,1,84,60,7,0.56,0.4,0.05,77,0.51
152,scissors,rock,1,85,60,7,0.56,0.39,0.05,78,0.51
153,scissors,rock,1,86,60,7,0.56,0.39,0.05,79,0.52
154,scissors,rock,1,87,60,7,0.56,0.39,0.05,80,0.52
155,scissors,rock,1,88,60,7,0.57,0.39,0.05,81,0.52
156,rock,scissors,-1,88,60,8,0.56,0.38,0.05,80,0.51
157,scissors,rock,1,89,60,8,0.57,0.38,0.05,81,0.52
158,rock,rock,0,89,61,8,0.56,0.39,0.05,81,0.51
159,rock,rock,0,89,62,8,0.56,0.39,0.05,81,0.51
160,scissors,rock,1,90,62,8,0.56,0.39,0.05,82,0.51
161,scissors,rock,1,91,62,8,0.57,0.39,0.05,83,0.52
162,scissors,rock,1,92,62,8,0.57,0.38,0.05,84,0.52
163,scissors,rock,1,93,62,8,0.57,0.38,0.05,85,0.52
164,rock,rock,0,93,63,8,0.57,0.38,0.05,85,0.52
165,scissors,rock,1,94,63,8,0.57,0.38,0.05,86,0.52
166,scissors,scissors,0,94,64,8,0.57,0.39,0.05,86,0.52
167,scissors,rock,1,95,64,8,0.57,0.38,0.05,87,0.52
168,rock,scissors,-1,95,64,9,0.57,0.38,0.05,86,0.51
169,rock,rock,0,95,65,9,0.56,0.38,0.05,86,0.51
170,rock,rock,0,95,66,9,0.56,0.39,0.05,86,0.51
171,scissors,rock,1,96,66,9,0.56,0.39,0.05,87,0.51
172,rock,rock,0,96,67,9,0.56,0.39,0.05,87,0.51
173,rock,rock,0,96,68,9,0.55,0.39,0.05,87,0.5
174,scissors,rock,1,97,68,9,0.56,0.39,0.05,88,0.51
175,scissors,rock,1,98,68,9,0.56,0.39,0.05,89,0.51
176,rock,rock,0,98,69,9,0.56,0.39,0.05,89,0.51
177,scissors,rock,1,99,69,9,0.56,0.39,0.05,90,0.51
178,scissors,rock,1,100,69,9,0.56,0.39,0.05,91,0.51
179,rock,rock,0,100,70,9,0.56,0.39,0.05,91,0.51
180,scissors,rock,1,101,70,9,0.56,0.39,0.05,92,0.51
181,rock,rock,0,101,71,9,0.56,0.39,0.05,92,0.51
182,scissors,rock,1,102,71,9,0.56,0.39,0.05,93,0.51
183,scissors,rock,1,103,71,9,0.56,0.39,0.05,94,0.51
184,scissors,rock,1,104,71,9,0.57,0.39,0.05,95,0.52
185,scissors,rock,1,105,71,9,0.57,0.38,0.05,96,0.52
186,rock,rock,0,105,72,9,0.56,0.39,0.05,96,0.52
187,scissors,rock,1,106,72,9,0.57,0.39,0.05,97,0.52
188,scissors,rock,1,107,72,9,0.57,0.38,0.05,98,0.52
189,scissors,rock,1,108,72,9,0.57,0.38,0.05,99,0.52
190,scissors,scissors,0,108,73,9,0.57,0.38,0.05,99,0.52
191,rock,rock,0,108,74,9,0.57,0.39,0.05,99,0.52
192,scissors,rock,1,109,74,9,0.57,0.39,0.05,100,0.52
193,scissors,scissors,0,109,75,9,0.56,0.39,0.05,100,0.52
194,scissors,rock,1,110,75,9,0.57,0.39,0.05,101,0.52
195,scissors,rock,1,111,75,9,0.57,0.38,0.05,102,0.52
196,rock,rock,0,111,76,9,0.57,0.39,0.05,102,0.52
197,scissors,rock,1,112,76,9,0.57,0.39,0.05,103,0.52
198,scissors,rock,1,113,76,9,0.57,0.38,0.05,104,0.53
199,scissors,rock,1,114,76,9,0.57,0.38,0.05,105,0.53
200,rock,rock,0,114,77,9,0.57,0.39,0.04,105,0.53
201,rock,rock,0,114,78,9,0.57,0.39,0.04,105,0.52
202,scissors,rock,1,115,78,9,0.57,0.39,0.04,106,0.52
203,scissors,rock,1,116,78,9,0.57,0.38,0.04,107,0.53
204,scissors,rock,1,117,78,9,0.57,0.38,0.04,108,0.53
205,scissors,rock,1,118,78,9,0.58,0.38,0.04,109,0.53
206,scissors,scissors,0,118,79,9,0.57,0.38,0.04,109,0.53
207,scissors,scissors,0,118,80,9,0.57,0.39,0.04,109,0.53
208,scissors,rock,1,119,80,9,0.57,0.38,0.04,110,0.53
209,scissors,rock,1,120,80,9,0.57,0.38,0.04,111,0.53
210,rock,scissors,-1,120,80,10,0.57,0.38,0.05,110,0.52
211,scissors,scissors,0,120,81,10,0.57,0.38,0.05,110,0.52
212,scissors,rock,1,121,81,10,0.57,0.38,0.05,111,0.52
213,rock,rock,0,121,82,10,0.57,0.38,0.05,111,0.52
214,scissors,rock,1,122,82,10,0.57,0.38,0.05,112,0.52
215,rock,rock,0,122,83,10,0.57,0.39,0.05,112,0.52
216,rock,rock,0,122,84,10,0.56,0.39,0.05,112,0.52
217,rock,rock,0,122,85,10,0.56,0.39,0.05,112,0.52
218,scissors,rock,1,123,85,10,0.56,0.39,0.05,113,0.52
219,rock,rock,0,123,86,10,0.56,0.39,0.05,113,0.52
220,scissors,rock,1,124,86,10,0.56,0.39,0.05,114,0.52
221,rock,rock,0,124,87,10,0.56,0.39,0.05,114,0.52
222,scissors,rock,1,125,87,10,0.56,0.39,0.05,115,0.52
223,scissors,rock,1,126,87,10,0.57,0.39,0.04,116,0.52
224,scissors,rock,1,127,87,10,0.57,0.39,0.04,117,0.52
225,scissors,rock,1,128,87,10,0.57,0.39,0.04,118,0.52
226,scissors,rock,1,129,87,10,0.57,0.38,0.04,119,0.53
227,rock,rock,0,129,88,10,0.57,0.39,0.04,119,0.52
228,scissors,rock,1,130,88,10,0.57,0.39,0.04,120,0.53
229,rock,rock,0,130,89,10,0.57,0.39,0.04,120,0.52
230,scissors,rock,1,131,89,10,0.57,0.39,0.04,121,0.53
231,scissors,rock,1,132,89,10,0.57,0.39,0.04,122,0.53
232,rock,rock,0,132,90,10,0.57,0.39,0.04,122,0.53
233,scissors,rock,1,133,90,10,0.57,0.39,0.04,123,0.53
234,scissors,rock,1,134,90,10,0.57,0.38,0.04,124,0.53
235,scissors,rock,1,135,90,10,0.57,0.38,0.04,125,0.53
236,rock,rock,0,135,91,10,0.57,0.39,0.04,125,0.53
237,scissors,rock,1,136,91,10,0.57,0.38,0.04,126,0.53
238,rock,rock,0,136,92,10,0.57,0.39,0.04,126,0.53
239,rock,rock,0,136,93,10,0.57,0.39,0.04,126,0.53
240,rock,rock,0,136,94,10,0.57,0.39,0.04,126,0.53
241,rock,rock,0,136,95,10,0.56,0.39,0.04,126,0.52
242,scissors,rock,1,137,95,10,0.57,0.39,0.04,127,0.52
243,rock,rock,0,137,96,10,0.56,0.4,0.04,127,0.52
244,scissors,scissors,0,137,97,10,0.56,0.4,0.04,127,0.52
245,rock,rock,0,137,98,10,0.56,0.4,0.04,127,0.52
246,scissors,scissors,0,137,99,10,0.56,0.4,0.04,127,0.52
247,rock,rock,0,137,100,10,0.55,0.4,0.04,127,0.51
248,scissors,rock,1,138,100,10,0.56,0.4,0.04,128,0.52
249,rock,rock,0,138,101,10,0.55,0.41,0.04,128,0.51
250,scissors,rock,1,139,101,10,0.56,0.4,0.04,129,0.52
251,scissors,rock,1,140,101,10,0.56,0.4,0.04,130,0.52
252,rock,rock,0,140,102,10,0.56,0.4,0.04,130,0.52
253,scissors,rock,1,141,102,10,0.56,0.4,0.04,131,0.52
254,scissors,scissors,0,141,103,10,0.56,0.41,0.04,131,0.52
255,scissors,rock,1,142,103,10,0.56,0.4,0.04,132,0.52
256,scissors,rock,1,143,103,10,0.56,0.4,0.04,133,0.52
257,scissors,rock,1,144,103,10,0.56,0.4,0.04,134,0.52
258,rock,scissors,-1,144,103,11,0.56,0.4,0.04,133,0.52
259,rock,scissors,-1,144,103,12,0.56,0.4,0.05,132,0.51
260,scissors,rock,1,145,103,12,0.56,0.4,0.05,133,0.51
261,scissors,rock,1,146,103,12,0.56,0.39,0.05,134,0.51
262,scissors,rock,1,147,103,12,0.56,0.39,0.05,135,0.52
263,scissors,rock,1,148,103,12,0.56,0.39,0.05,136,0.52
264,scissors,rock,1,149,103,12,0.56,0.39,0.05,137,0.52
265,scissors,rock,1,150,103,12,0.57,0.39,0.05,138,0.52
266,scissors,rock,1,151,103,12,0.57,0.39,0.05,139,0.52
267,rock,rock,0,151,104,12,0.57,0.39,0.04,139,0.52
268,scissors,rock,1,152,104,12,0.57,0.39,0.04,140,0.52
269,scissors,rock,1,153,104,12,0.57,0.39,0.04,141,0.52
270,scissors,rock,1,154,104,12,0.57,0.39,0.04,142,0.53
271,rock,rock,0,154,105,12,0.57,0.39,0.04,142,0.52
272,scissors,rock,1,155,105,12,0.57,0.39,0.04,143,0.53
273,rock,rock,0,155,106,12,0.57,0.39,0.04,143,0.52
274,rock,rock,0,155,107,12,0.57,0.39,0.04,143,0.52
275,scissors,rock,1,156,107,12,0.57,0.39,0.04,144,0.52
276,scissors,rock,1,157,107,12,0.57,0.39,0.04,145,0.53
277,scissors,rock,1,158,107,12,0.57,0.39,0.04,146,0.53
278,rock,rock,0,158,108,12,0.57,0.39,0.04,146,0.53
279,scissors,rock,1,159,108,12,0.57,0.39,0.04,147,0.53
280,scissors,rock,1,160,108,12,0.57,0.39,0.04,148,0.53
281,scissors,rock,1,161,108,12,0.57,0.38,0.04,149,0.53
282,rock,rock,0,161,109,12,0.57,0.39,0.04,149,0.53
283,scissors,scissors,0,161,110,12,0.57,0.39,0.04,149,0.53
284,scissors,rock,1,162,110,12,0.57,0.39,0.04,150,0.53
285,rock,rock,0,162,111,12,0.57,0.39,0.04,150,0.53
286,scissors,rock,1,163,111,12,0.57,0.39,0.04,151,0.53
287,scissors,rock,1,164,111,12,0.57,0.39,0.04,152,0.53
288,rock,rock,0,164,112,12,0.57,0.39,0.04,152,0.53
289,rock,rock,0,164,113,12,0.57,0.39,0.04,152,0.53
290,rock,rock,0,164,114,12,0.57,0.39,0.04,152,0.52
291,rock,rock,0,164,115,12,0.56,0.4,0.04,152,0.52
292,scissors,scissors,0,164,116,12,0.56,0.4,0.04,152,0.52
293,scissors,scissors,0,164,117,12,0.56,0.4,0.04,152,0.52
294,scissors,rock,1,165,117,12,0.56,0.4,0.04,153,0.52
295,scissors,rock,1,166,117,12,0.56,0.4,0.04,154,0.52
296,scissors,rock,1,167,117,12,0.56,0.4,0.04,155,0.52
297,rock,rock,0,167,118,12,0.56,0.4,0.04,155,0.52
298,scissors,rock,1,168,118,12,0.56,0.4,0.04,156,0.52
299,scissors,rock,1,169,118,12,0.57,0.39,0.04,157,0.53
300,scissors,rock,1,170,118,12,0.57,0.39,0.04,158,0.53
301,scissors,rock,1,171,118,12,0.57,0.39,0.04,159,0.53
302,scissors,rock,1,172,118,12,0.57,0.39,0.04,160,0.53
303,rock,rock,0,172,119,12,0.57,0.39,0.04,160,0.53
304,rock,rock,0,172,120,12,0.57,0.39,0.04,160,0.53
305,scissors,scissors,0,172,121,12,0.56,0.4,0.04,160,0.52
306,rock,rock,0,172,122,12,0.56,0.4,0.04,160,0.52
307,rock,rock,0,172,123,12,0.56,0.4,0.04,160,0.52
308,scissors,rock,1,173,123,12,0.56,0.4,0.04,161,0.52
309,scissors,rock,1,174,123,12,0.56,0.4,0.04,162,0.52
310,rock,rock,0,174,124,12,0.56,0.4,0.04,162,0.52
311,scissors,rock,1,175,124,12,0.56,0.4,0.04,163,0.52
312,rock,rock,0,175,125,12,0.56,0.4,0.04,163,0.52
313,scissors,scissors,0,175,126,12,0.56,0.4,0.04,163,0.52
314,scissors,rock,1,176,126,12,0.56,0.4,0.04,164,0.52
315,scissors,rock,1,177,126,12,0.56,0.4,0.04,165,0.52
316,scissors,rock,1,178,126,12,0.56,0.4,0.04,166,0.53
317,rock,rock,0,178,127,12,0.56,0.4,0.04,166,0.52
318,rock,rock,0,178,128,12,0.56,0.4,0.04,166,0.52
319,rock,rock,0,178,129,12,0.56,0.4,0.04,166,0.52
320,rock,rock,0,178,130,12,0.56,0.41,0.04,166,0.52
321,scissors,scissors,0,178,131,12,0.55,0.41,0.04,166,0.52
322,scissors,rock,1,179,131,12,0.56,0.41,0.04,167,0.52
323,scissors,rock,1,180,131,12,0.56,0.41,0.04,168,0.52
324,scissors,rock,1,181,131,12,0.56,0.4,0.04,169,0.52
325,scissors,rock,1,182,131,12,0.56,0.4,0.04,170,0.52
326,scissors,rock,1,183,131,12,0.56,0.4,0.04,171,0.52
327,scissors,rock,1,184,131,12,0.56,0.4,0.04,172,0.53
328,scissors,rock,1,185,131,12,0.56,0.4,0.04,173,0.53
329,scissors,scissors,0,185,132,12,0.56,0.4,0.04,173,0.53
330,rock,rock,0,185,133,12,0.56,0.4,0.04,173,0.52
331,rock,scissors,-1,185,133,13,0.56,0.4,0.04,172,0.52
332,scissors,scissors,0,185,134,13,0.56,0.4,0.04,172,0.52
333,scissors,rock,1,186,134,13,0.56,0.4,0.04,173,0.52
334,rock,rock,0,186,135,13,0.56,0.4,0.04,173,0.52
335,scissors,rock,1,187,135,13,0.56,0.4,0.04,174,0.52
336,scissors,rock,1,188,135,13,0.56,0.4,0.04,175,0.52
337,rock,rock,0,188,136,13,0.56,0.4,0.04,175,0.52
338,scissors,rock,1,189,136,13,0.56,0.4,0.04,176,0.52
339,scissors,rock,1,190,136,13,0.56,0.4,0.04,177,0.52
340,scissors,rock,1,191,136,13,0.56,0.4,0.04,178,0.52
341,rock,rock,0,191,137,13,0.56,0.4,0.04,178,0.52
342,scissors,rock,1,192,137,13,0.56,0.4,0.04,179,0.52
343,scissors,scissors,0,192,138,13,0.56,0.4,0.04,179,0.52
344,rock,scissors,-1,192,138,14,0.56,0.4,0.04,178,0.52
345,rock,rock,0,192,139,14,0.56,0.4,0.04,178,0.52
346,scissors,scissors,0,192,140,14,0.55,0.4,0.04,178,0.51
347,scissors,scissors,0,192,141,14,0.55,0.41,0.04,178,0.51
348,rock,rock,0,192,142,14,0.55,0.41,0.04,178,0.51
349,scissors,rock,1,193,142,14,0.55,0.41,0.04,179,0.51
350,rock,scissors,-1,193,142,15,0.55,0.41,0.04,178,0.51
351,rock,rock,0,193,143,15,0.55,0.41,0.04,178,0.51
352,scissors,rock,1,194,143,15,0.55,0.41,0.04,179,0.51
353,scissors,rock,1,195,143,15,0.55,0.41,0.04,180,0.51
354,scissors,rock,1,196,143,15,0.55,0.4,0.04,181,0.51
355,scissors,rock,1,197,143,15,0.55,0.4,0.04,182,0.51
356,scissors,rock,1,198,143,15,0.56,0.4,0.04,183,0.51
357,scissors,rock,1,199,143,15,0.56,0.4,0.04,184,0.52
358,scissors,rock,1,200,143,15,0.56,0.4,0.04,185,0.52
359,rock,rock,0,200,144,15,0.56,0.4,0.04,185,0.52
360,scissors,rock,1,201,144,15,0.56,0.4,0.04,186,0.52
361,scissors,rock,1,202,144,15,0.56,0.4,0.04,187,0.52
362,rock,rock,0,202,145,15,0.56,0.4,0.04,187,0.52
363,scissors,rock,1,203,145,15,0.56,0.4,0.04,188,0.52
364,rock,scissors,-1,203,145,16,0.56,0.4,0.04,187,0.51
365,scissors,rock,1,204,145,16,0.56,0.4,0.04,188,0.52
366,rock,rock,0,204,146,16,0.56,0.4,0.04,188,0.51
367,scissors,rock,1,205,146,16,0.56,0.4,0.04,189,0.51
368,rock,rock,0,205,147,16,0.56,0.4,0.04,189,0.51
369,scissors,rock,1,206,147,16,0.56,0.4,0.04,190,0.51
370,scissors,rock,1,207,147,16,0.56,0.4,0.04,191,0.52
371,rock,rock,0,207,148,16,0.56,0.4,0.04,191,0.51
372,rock,rock,0,207,149,16,0.56,0.4,0.04,191,0.51
373,scissors,rock,1,208,149,16,0.56,0.4,0.04,192,0.51
374,scissors,rock,1,209,149,16,0.56,0.4,0.04,193,0.52
375,scissors,rock,1,210,149,16,0.56,0.4,0.04,194,0.52
376,rock,rock,0,210,150,16,0.56,0.4,0.04,194,0.52
377,rock,rock,0,210,151,16,0.56,0.4,0.04,194,0.51
378,scissors,rock,1,211,151,16,0.56,0.4,0.04,195,0.52
379,rock,rock,0,211,152,16,0.56,0.4,0.04,195,0.51
380,scissors,rock,1,212,152,16,0.56,0.4,0.04,196,0.52
381,scissors,rock,1,213,152,16,0.56,0.4,0.04,197,0.52
382,scissors,scissors,0,213,153,16,0.56,0.4,0.04,197,0.52
383,rock,rock,0,213,154,16,0.56,0.4,0.04,197,0.51
384,scissors,rock,1,214,154,16,0.56,0.4,0.04,198,0.52
385,scissors,scissors,0,214,155,16,0.56,0.4,0.04,198,0.51
386,scissors,rock,1,215,155,16,0.56,0.4,0.04,199,0.52
387,scissors,rock,1,216,155,16,0.56,0.4,0.04,200,0.52
388,rock,rock,0,216,156,16,0.56,0.4,0.04,200,0.52
389,scissors,rock,1,217,156,16,0.56,0.4,0.04,201,0.52
390,scissors,rock,1,218,156,16,0.56,0.4,0.04,202,0.52
391,scissors,rock,1,219,156,16,0.56,0.4,0.04,203,0.52
392,rock,rock,0,219,157,16,0.56,0.4,0.04,203,0.52
393,scissors,rock,1,220,157,16,0.56,0.4,0.04,204,0.52
394,scissors,rock,1,221,157,16,0.56,0.4,0.04,205,0.52
395,rock,rock,0,221,158,16,0.56,0.4,0.04,205,0.52
396,scissors,scissors,0,221,159,16,0.56,0.4,0.04,205,0.52
397,scissors,rock,1,222,159,16,0.56,0.4,0.04,206,0.52
398,scissors,rock,1,223,159,16,0.56,0.4,0.04,207,0.52
399,scissors,rock,1,224,159,16,0.56,0.4,0.04,208,0.52
