n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
108,rock,paper,1,77,19,12,0.71,0.18,0.11,65,0.6
109,scissors,paper,-1,77,19,13,0.71,0.17,0.12,64,0.59
110,rock,paper,1,78,19,13,0.71,0.17,0.12,65,0.59
111,rock,paper,1,79,19,13,0.71,0.17,0.12,66,0.59
112,rock,paper,1,80,19,13,0.71,0.17,0.12,67,0.6
113,scissors,paper,-1,80,19,14,0.71,0.17,0.12,66,0.58
114,rock,paper,1,81,19,14,0.71,0.17,0.12,67,0.59
115,rock,paper,1,82,19,14,0.71,0.17,0.12,68,0.59
116,rock,paper,1,83,19,14,0.72,0.16,0.12,69,0.59
117,rock,paper,1,84,19,14,0.72,0.16,0.12,70,0.6
118,rock,rock,0,84,20,14,0.71,0.17,0.12,70,0.59
119,rock,paper,1,85,20,14,0.71,0.17,0.12,71,0.6
120,rock,rock,0,85,21,14,0.71,0.17,0.12,71,0.59
121,rock,paper,1,86,21,14,0.71,0.17,0.12,72,0.6
122,scissors,paper,-1,86,21,15,0.7,0.17,0.12,71,0.58
123,rock,paper,1,87,21,15,0.71,0.17,0.12,72,0.59
124,rock,paper,1,88,21,15,0.71,0.17,0.12,73,0.59
125,rock,paper,1,89,21,15,0.71,0.17,0.12,74,0.59
126,rock,paper,1,90,21,15,0.71,0.17,0.12,75,0.6
127,rock,paper,1,91,21,15,0.72,0.17,0.12,76,0.6
128,rock,paper,1,92,21,15,0.72,0.16,0.12,77,0.6
129,rock,paper,1,93,21,15,0.72,0.16,0.12,78,0.6
130,scissors,paper,-1,93,21,16,0.72,0.16,0.12,77,0.59
131,rock,paper,1,94,21,16,0.72,0.16,0.12,78,0.6
132,rock,paper,1,95,21,16,0.72,0.16,0.12,79,0.6
133,rock,paper,1,96,21,16,0.72,0.16,0.12,80,0.6
134,rock,paper,1,97,21,16,0.72,0.16,0.12,81,0.6
135,rock,rock,0,97,22,16,0.72,0.16,0.12,81,0.6
136,rock,paper,1,98,22,16,0.72,0.16,0.12,82,0.6
137,rock,paper,1,99,22,16,0.72,0.16,0.12,83,0.61
138,rock,paper,1,100,22,16,0.72,0.16,0.12,84,0.61
139,rock,paper,1,101,22,16,0.73,0.16,0.12,85,0.61
140,scissors,paper,-1,101,22,17,0.72,0.16,0.12,84,0.6
141,rock,paper,1,102,22,17,0.72,0.16,0.12,85,0.6
142,rock,paper,1,103,22,17,0.73,0.15,0.12,86,0.61
143,rock,paper,1,104,22,17,0.73,0.15,0.12,87,0.61
144,rock,paper,1,105,22,17,0.73,0.15,0.12,88,0.61
145,scissors,paper,-1,105,22,18,0.72,0.15,0.12,87,0.6
146,rock,paper,1,106,22,18,0.73,0.15,0.12,88,0.6
147,rock,paper,1,107,22,18,0.73,0.15,0.12,89,0.61
148,rock,paper,1,108,22,18,0.73,0.15,0.12,90,0.61
149,rock,paper,1,109,22,18,0.73,0.15,0.12,91,0.61
150,rock,paper,1,110,22,18,0.73,0.15,0.12,92,0.61
151,scissors,rock,1,111,22,18,0.74,0.15,0.12,93,0.62
152,rock,paper,1,112,22,18,0.74,0.14,0.12,94,0.62
153,scissors,paper,-1,112,22,19,0.73,0.14,0.12,93,0.61
154,rock,paper,1,113,22,19,0.73,0.14,0.12,94,0.61
155,rock,paper,1,114,22,19,0.74,0.14,0.12,95,0.61
156,rock,paper,1,115,22,19,0.74,0.14,0.12,96,0.62
157,rock,paper,1,116,22,19,0.74,0.14,0.12,97,0.62
158,rock,paper,1,117,22,19,0.74,0.14,0.12,98,0.62
159,rock,paper,1,118,22,19,0.74,0.14,0.12,99,0.62
160,rock,paper,1,119,22,19,0.74,0.14,0.12,100,0.62
161,rock,paper,1,120,22,19,0.75,0.14,0.12,101,0.63
162,rock,paper,1,121,22,19,0.75,0.14,0.12,102,0.63
163,scissors,paper,-1,121,22,20,0.74,0.13,0.12,101,0.62
164,rock,paper,1,122,22,20,0.74,0.13,0.12,102,0.62
165,rock,rock,0,122,23,20,0.74,0.14,0.12,102,0.62
166,rock,paper,1,123,23,20,0.74,0.14,0.12,103,0.62
167,rock,paper,1,124,23,20,0.74,0.14,0.12,104,0.62
168,rock,paper,1,125,23,20,0.74,0.14,0.12,105,0.62
169,rock,paper,1,126,23,20,0.75,0.14,0.12,106,0.63
170,rock,paper,1,127,23,20,0.75,0.14,0.12,107,0.63
171,rock,paper,1,128,23,20,0.75,0.13,0.12,108,0.63
172,scissors,rock,1,129,23,20,0.75,0.13,0.12,109,0.63
173,rock,paper,1,130,23,20,0.75,0.13,0.12,110,0.64
174,rock,paper,1,131,23,20,0.75,0.13,0.11,111,0.64
175,rock,paper,1,132,23,20,0.75,0.13,0.11,112,0.64
176,scissors,paper,-1,132,23,21,0.75,0.13,0.12,111,0.63
177,rock,paper,1,133,23,21,0.75,0.13,0.12,112,0.63
178,rock,paper,1,134,23,21,0.75,0.13,0.12,113,0.63
179,rock,rock,0,134,24,21,0.75,0.13,0.12,113,0.63
180,rock,rock,0,134,25,21,0.74,0.14,0.12,113,0.63
181,rock,paper,1,135,25,21,0.75,0.14,0.12,114,0.63
182,rock,paper,1,136,25,21,0.75,0.14,0.12,115,0.63
183,rock,paper,1,137,25,21,0.75,0.14,0.11,116,0.63
184,rock,paper,1,138,25,21,0.75,0.14,0.11,117,0.64
185,rock,paper,1,139,25,21,0.75,0.14,0.11,118,0.64
186,rock,paper,1,140,25,21,0.75,0.13,0.11,119,0.64
187,rock,paper,1,141,25,21,0.75,0.13,0.11,120,0.64
188,rock,paper,1,142,25,21,0.76,0.13,0.11,121,0.64
189,rock,rock,0,142,26,21,0.75,0.14,0.11,121,0.64
190,scissors,rock,1,143,26,21,0.75,0.14,0.11,122,0.64
191,scissors,paper,-1,143,26,22,0.75,0.14,0.12,121,0.63
192,scissors,rock,1,144,26,22,0.75,0.14,0.11,122,0.64
193,rock,paper,1,145,26,22,0.75,0.13,0.11,123,0.64
194,rock,paper,1,146,26,22,0.75,0.13,0.11,124,0.64
195,rock,paper,1,147,26,22,0.75,0.13,0.11,125,0.64
196,rock,paper,1,148,26,22,0.76,0.13,0.11,126,0.64
197,scissors,paper,-1,148,26,23,0.75,0.13,0.12,125,0.63
198,rock,paper,1,149,26,23,0.75,0.13,0.12,126,0.64
199,rock,paper,1,150,26,23,0.75,0.13,0.12,127,0.64
200,scissors,paper,-1,150,26,24,0.75,0.13,0.12,126,0.63
201,rock,paper,1,151,26,24,0.75,0.13,0.12,127,0.63
202,scissors,paper,-1,151,26,25,0.75,0.13,0.12,126,0.62
203,rock,rock,0,151,27,25,0.74,0.13,0.12,126,0.62
204,rock,paper,1,152,27,25,0.75,0.13,0.12,127,0.62
205,rock,paper,1,153,27,25,0.75,0.13,0.12,128,0.62
206,rock,paper,1,154,27,25,0.75,0.13,0.12,129,0.63
207,rock,paper,1,155,27,25,0.75,0.13,0.12,130,0.63
208,scissors,rock,1,156,27,25,0.75,0.13,0.12,131,0.63
209,scissors,paper,-1,156,27,26,0.75,0.13,0.12,130,0.62
210,rock,paper,1,157,27,26,0.75,0.13,0.12,131,0.62
211,rock,paper,1,158,27,26,0.75,0.13,0.12,132,0.63
212,rock,paper,1,159,27,26,0.75,0.13,0.12,133,0.63
213,scissors,paper,-1,159,27,27,0.75,0.13,0.13,132,0.62
214,rock,paper,1,160,27,27,0.75,0.13,0.13,133,0.62
215,rock,paper,1,161,27,27,0.75,0.13,0.13,134,0.62
216,rock,paper,1,162,27,27,0.75,0.12,0.12,135,0.62
217,rock,paper,1,163,27,27,0.75,0.12,0.12,136,0.63
218,scissors,paper,-1,163,27,28,0.75,0.12,0.13,135,0.62
219,rock,rock,0,163,28,28,0.74,0.13,0.13,135,0.62
220,scissors,paper,-1,163,28,29,0.74,0.13,0.13,134,0.61
221,rock,rock,0,163,29,29,0.74,0.13,0.13,134,0.61
222,rock,paper,1,164,29,29,0.74,0.13,0.13,135,0.61
223,rock,rock,0,164,30,29,0.74,0.13,0.13,135,0.61
224,rock,rock,0,164,31,29,0.73,0.14,0.13,135,0.6
225,scissors,paper,-1,164,31,30,0.73,0.14,0.13,134,0.6
226,rock,rock,0,164,32,30,0.73,0.14,0.13,134,0.59
227,rock,paper,1,165,32,30,0.73,0.14,0.13,135,0.59
228,rock,paper,1,166,32,30,0.73,0.14,0.13,136,0.6
229,rock,paper,1,167,32,30,0.73,0.14,0.13,137,0.6
230,rock,paper,1,168,32,30,0.73,0.14,0.13,138,0.6
231,scissors,paper,-1,168,32,31,0.73,0.14,0.13,137,0.59
232,rock,paper,1,169,32,31,0.73,0.14,0.13,138,0.59
233,rock,rock,0,169,33,31,0.73,0.14,0.13,138,0.59
234,scissors,paper,-1,169,33,32,0.72,0.14,0.14,137,0.59
235,rock,paper,1,170,33,32,0.72,0.14,0.14,138,0.59
236,rock,paper,1,171,33,32,0.72,0.14,0.14,139,0.59
237,rock,paper,1,172,33,32,0.73,0.14,0.14,140,0.59
238,scissors,paper,-1,172,33,33,0.72,0.14,0.14,139,0.58
239,rock,paper,1,173,33,33,0.72,0.14,0.14,140,0.59
240,rock,paper,1,174,33,33,0.72,0.14,0.14,141,0.59
241,rock,paper,1,175,33,33,0.73,0.14,0.14,142,0.59
242,rock,paper,1,176,33,33,0.73,0.14,0.14,143,0.59
243,scissors,paper,-1,176,33,34,0.72,0.14,0.14,142,0.58
244,rock,paper,1,177,33,34,0.73,0.14,0.14,143,0.59
245,rock,paper,1,178,33,34,0.73,0.13,0.14,144,0.59
246,rock,paper,1,179,33,34,0.73,0.13,0.14,145,0.59
247,rock,paper,1,180,33,34,0.73,0.13,0.14,146,0.59
248,rock,paper,1,181,33,34,0.73,0.13,0.14,147,0.59
249,rock,paper,1,182,33,34,0.73,0.13,0.14,148,0.59
250,rock,rock,0,182,34,34,0.73,0.14,0.14,148,0.59
251,rock,paper,1,183,34,34,0.73,0.14,0.14,149,0.59
252,scissors,paper,-1,183,34,35,0.73,0.13,0.14,148,0.59
253,scissors,rock,1,184,34,35,0.73,0.13,0.14,149,0.59
254,scissors,paper,-1,184,34,36,0.72,0.13,0.14,148,0.58
255,scissors,paper,-1,184,34,37,0.72,0.13,0.15,147,0.58
256,rock,paper,1,185,34,37,0.72,0.13,0.14,148,0.58
257,rock,paper,1,186,34,37,0.72,0.13,0.14,149,0.58
258,rock,paper,1,187,34,37,0.72,0.13,0.14,150,0.58
259,rock,paper,1,188,34,37,0.73,0.13,0.14,151,0.58
260,rock,rock,0,188,35,37,0.72,0.13,0.14,151,0.58
261,rock,paper,1,189,35,37,0.72,0.13,0.14,152,0.58
262,rock,paper,1,190,35,37,0.73,0.13,0.14,153,0.58
263,rock,paper,1,191,35,37,0.73,0.13,0.14,154,0.59
264,rock,rock,0,191,36,37,0.72,0.14,0.14,154,0.58
265,rock,rock,0,191,37,37,0.72,0.14,0.14,154,0.58
266,rock,rock,0,191,38,37,0.72,0.14,0.14,154,0.58
267,rock,paper,1,192,38,37,0.72,0.14,0.14,155,0.58
268,rock,paper,1,193,38,37,0.72,0.14,0.14,156,0.58
269,rock,paper,1,194,38,37,0.72,0.14,0.14,157,0.58
270,scissors,paper,-1,194,38,38,0.72,0.14,0.14,156,0.58
271,scissors,paper,-1,194,38,39,0.72,0.14,0.14,155,0.57
272,scissors,paper,-1,194,38,40,0.71,0.14,0.15,154,0.57
273,scissors,paper,-1,194,38,41,0.71,0.14,0.15,153,0.56
274,rock,paper,1,195,38,41,0.71,0.14,0.15,154,0.56
275,rock,paper,1,196,38,41,0.71,0.14,0.15,155,0.56
276,scissors,rock,1,197,38,41,0.71,0.14,0.15,156,0.57
277,rock,rock,0,197,39,41,0.71,0.14,0.15,156,0.56
278,rock,paper,1,198,39,41,0.71,0.14,0.15,157,0.56
279,rock,paper,1,199,39,41,0.71,0.14,0.15,158,0.57
280,scissors,paper,-1,199,39,42,0.71,0.14,0.15,157,0.56
281,scissors,paper,-1,199,39,43,0.71,0.14,0.15,156,0.56
282,rock,rock,0,199,40,43,0.71,0.14,0.15,156,0.55
283,rock,paper,1,200,40,43,0.71,0.14,0.15,157,0.55
284,rock,paper,1,201,40,43,0.71,0.14,0.15,158,0.56
285,rock,paper,1,202,40,43,0.71,0.14,0.15,159,0.56
286,scissors,paper,-1,202,40,44,0.71,0.14,0.15,158,0.55
287,rock,paper,1,203,40,44,0.71,0.14,0.15,159,0.55
288,scissors,paper,-1,203,40,45,0.7,0.14,0.16,158,0.55
289,rock,rock,0,203,41,45,0.7,0.14,0.16,158,0.55
290,rock,rock,0,203,42,45,0.7,0.14,0.16,158,0.54
291,rock,paper,1,204,42,45,0.7,0.14,0.15,159,0.55
292,rock,paper,1,205,42,45,0.7,0.14,0.15,160,0.55
293,rock,paper,1,206,42,45,0.7,0.14,0.15,161,0.55
294,rock,paper,1,207,42,45,0.7,0.14,0.15,162,0.55
295,rock,paper,1,208,42,45,0.71,0.14,0.15,163,0.55
296,rock,paper,1,209,42,45,0.71,0.14,0.15,164,0.55
297,rock,paper,1,210,42,45,0.71,0.14,0.15,165,0.56
298,rock,paper,1,211,42,45,0.71,0.14,0.15,166,0.56
299,rock,paper,1,212,42,45,0.71,0.14,0.15,167,0.56
300,rock,paper,1,213,42,45,0.71,0.14,0.15,168,0.56
301,rock,paper,1,214,42,45,0.71,0.14,0.15,169,0.56
302,rock,paper,1,215,42,45,0.71,0.14,0.15,170,0.56
303,rock,paper,1,216,42,45,0.71,0.14,0.15,171,0.56
304,rock,paper,1,217,42,45,0.71,0.14,0.15,172,0.57
305,scissors,paper,-1,217,42,46,0.71,0.14,0.15,171,0.56
306,rock,paper,1,218,42,46,0.71,0.14,0.15,172,0.56
307,rock,paper,1,219,42,46,0.71,0.14,0.15,173,0.56
308,rock,paper,1,220,42,46,0.71,0.14,0.15,174,0.56
309,rock,paper,1,221,42,46,0.72,0.14,0.15,175,0.57
310,rock,paper,1,222,42,46,0.72,0.14,0.15,176,0.57
311,rock,paper,1,223,42,46,0.72,0.14,0.15,177,0.57
312,rock,paper,1,224,42,46,0.72,0.13,0.15,178,0.57
313,rock,paper,1,225,42,46,0.72,0.13,0.15,179,0.57
314,rock,paper,1,226,42,46,0.72,0.13,0.15,180,0.57
315,rock,paper,1,227,42,46,0.72,0.13,0.15,181,0.57
316,rock,paper,1,228,42,46,0.72,0.13,0.15,182,0.58
317,rock,paper,1,229,42,46,0.72,0.13,0.15,183,0.58
318,rock,paper,1,230,42,46,0.72,0.13,0.14,184,0.58
319,scissors,paper,-1,230,42,47,0.72,0.13,0.15,183,0.57
320,scissors,paper,-1,230,42,48,0.72,0.13,0.15,182,0.57
321,rock,paper,1,231,42,48,0.72,0.13,0.15,183,0.57
322,scissors,rock,1,232,42,48,0.72,0.13,0.15,184,0.57
323,rock,paper,1,233,42,48,0.72,0.13,0.15,185,0.57
324,rock,paper,1,234,42,48,0.72,0.13,0.15,186,0.57
325,rock,paper,1,235,42,48,0.72,0.13,0.15,187,0.58
326,rock,paper,1,236,42,48,0.72,0.13,0.15,188,0.58
327,scissors,rock,1,237,42,48,0.72,0.13,0.15,189,0.58
328,rock,paper,1,238,42,48,0.73,0.13,0.15,190,0.58
329,rock,paper,1,239,42,48,0.73,0.13,0.15,191,0.58
330,rock,paper,1,240,42,48,0.73,0.13,0.15,192,0.58
331,rock,paper,1,241,42,48,0.73,0.13,0.15,193,0.58
332,rock,paper,1,242,42,48,0.73,0.13,0.14,194,0.58
333,rock,paper,1,243,42,48,0.73,0.13,0.14,195,0.59
334,rock,paper,1,244,42,48,0.73,0.13,0.14,196,0.59
335,rock,paper,1,245,42,48,0.73,0.13,0.14,197,0.59
336,scissors,paper,-1,245,42,49,0.73,0.12,0.15,196,0.58
337,rock,paper,1,246,42,49,0.73,0.12,0.15,197,0.58
338,scissors,rock,1,247,42,49,0.73,0.12,0.14,198,0.59
339,rock,paper,1,248,42,49,0.73,0.12,0.14,199,0.59
340,scissors,paper,-1,248,42,50,0.73,0.12,0.15,198,0.58
341,rock,rock,0,248,43,50,0.73,0.13,0.15,198,0.58
342,scissors,paper,-1,248,43,51,0.73,0.13,0.15,197,0.58
343,rock,paper,1,249,43,51,0.73,0.13,0.15,198,0.58
344,rock,paper,1,250,43,51,0.73,0.12,0.15,199,0.58
345,rock,paper,1,251,43,51,0.73,0.12,0.15,200,0.58
346,rock,paper,1,252,43,51,0.73,0.12,0.15,201,0.58
347,rock,paper,1,253,43,51,0.73,0.12,0.15,202,0.58
348,rock,paper,1,254,43,51,0.73,0.12,0.15,203,0.58
349,rock,paper,1,255,43,51,0.73,0.12,0.15,204,0.58
350,rock,paper,1,256,43,51,0.73,0.12,0.15,205,0.59
351,rock,paper,1,257,43,51,0.73,0.12,0.15,206,0.59
352,rock,paper,1,258,43,51,0.73,0.12,0.14,207,0.59
353,rock,paper,1,259,43,51,0.73,0.12,0.14,208,0.59
354,scissors,paper,-1,259,43,52,0.73,0.12,0.15,207,0.58
355,rock,paper,1,260,43,52,0.73,0.12,0.15,208,0.59
356,rock,rock,0,260,44,52,0.73,0.12,0.15,208,0.58
357,rock,rock,0,260,45,52,0.73,0.13,0.15,208,0.58
358,rock,paper,1,261,45,52,0.73,0.13,0.15,209,0.58
359,rock,paper,1,262,45,52,0.73,0.13,0.14,210,0.58
360,rock,paper,1,263,45,52,0.73,0.12,0.14,211,0.59
361,rock,paper,1,264,45,52,0.73,0.12,0.14,212,0.59
362,scissors,paper,-1,264,45,53,0.73,0.12,0.15,211,0.58
363,rock,paper,1,265,45,53,0.73,0.12,0.15,212,0.58
364,rock,paper,1,266,45,53,0.73,0.12,0.15,213,0.59
365,rock,paper,1,267,45,53,0.73,0.12,0.15,214,0.59
366,rock,paper,1,268,45,53,0.73,0.12,0.14,215,0.59
367,rock,paper,1,269,45,53,0.73,0.12,0.14,216,0.59
368,rock,paper,1,270,45,53,0.73,0.12,0.14,217,0.59
369,scissors,paper,-1,270,45,54,0.73,0.12,0.15,216,0.59
370,rock,rock,0,270,46,54,0.73,0.12,0.15,216,0.58
371,scissors,paper,-1,270,46,55,0.73,0.12,0.15,215,0.58
372,rock,paper,1,271,46,55,0.73,0.12,0.15,216,0.58
373,scissors,paper,-1,271,46,56,0.73,0.12,0.15,215,0.58
374,rock,paper,1,272,46,56,0.73,0.12,0.15,216,0.58
375,rock,paper,1,273,46,56,0.73,0.12,0.15,217,0.58
376,rock,paper,1,274,46,56,0.73,0.12,0.15,218,0.58
377,rock,paper,1,275,46,56,0.73,0.12,0.15,219,0.58
378,rock,paper,1,276,46,56,0.73,0.12,0.15,220,0.58
379,rock,rock,0,276,47,56,0.73,0.12,0.15,220,0.58
380,scissors,rock,1,277,47,56,0.73,0.12,0.15,221,0.58
381,rock,paper,1,278,47,56,0.73,0.12,0.15,222,0.58
382,rock,paper,1,279,47,56,0.73,0.12,0.15,223,0.58
383,rock,paper,1,280,47,56,0.73,0.12,0.15,224,0.58
384,rock,paper,1,281,47,56,0.73,0.12,0.15,225,0.59
385,rock,paper,1,282,47,56,0.73,0.12,0.15,226,0.59
386,scissors,paper,-1,282,47,57,0.73,0.12,0.15,225,0.58
387,rock,paper,1,283,47,57,0.73,0.12,0.15,226,0.58
388,rock,paper,1,284,47,57,0.73,0.12,0.15,227,0.59
389,rock,paper,1,285,47,57,0.73,0.12,0.15,228,0.59
390,rock,paper,1,286,47,57,0.73,0.12,0.15,229,0.59
391,rock,paper,1,287,47,57,0.73,0.12,0.15,230,0.59
392,scissors,rock,1,288,47,57,0.73,0.12,0.15,231,0.59
393,rock,paper,1,289,47,57,0.74,0.12,0.15,232,0.59
394,rock,paper,1,290,47,57,0.74,0.12,0.14,233,0.59
395,rock,paper,1,291,47,57,0.74,0.12,0.14,234,0.59
396,rock,rock,0,291,48,57,0.73,0.12,0.14,234,0.59
397,rock,paper,1,292,48,57,0.74,0.12,0.14,235,0.59
398,rock,paper,1,293,48,57,0.74,0.12,0.14,236,0.59
399,scissors,paper,-1,293,48,58,0.73,0.12,0.15,235,0.59
400,rock,paper,1,294,48,58,0.73,0.12,0.14,236,0.59
401,rock,paper,1,295,48,58,0.74,0.12,0.14,237,0.59
402,rock,rock,0,295,49,58,0.73,0.12,0.14,237,0.59
403,rock,paper,1,296,49,58,0.73,0.12,0.14,238,0.59
404,rock,paper,1,297,49,58,0.74,0.12,0.14,239,0.59
405,scissors,paper,-1,297,49,59,0.73,0.12,0.15,238,0.59
