n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
57,paper,scissors,1,21,13,23,0.37,0.23,0.4,-2,-0.04
58,rock,rock,0,21,14,23,0.36,0.24,0.4,-2,-0.03
59,scissors,scissors,0,21,15,23,0.36,0.25,0.39,-2,-0.03
60,scissors,rock,1,22,15,23,0.37,0.25,0.38,-1,-0.02
61,scissors,rock,1,23,15,23,0.38,0.25,0.38,0,0.0
62,rock,paper,1,24,15,23,0.39,0.24,0.37,1,0.02
63,paper,paper,0,24,16,23,0.38,0.25,0.37,1,0.02
64,rock,scissors,-1,24,16,24,0.38,0.25,0.38,0,0.0
65,rock,scissors,-1,24,16,25,0.37,0.25,0.38,-1,-0.02
66,paper,paper,0,24,17,25,0.36,0.26,0.38,-1,-0.02
67,rock,paper,1,25,17,25,0.37,0.25,0.37,0,0.0
68,paper,rock,-1,25,17,26,0.37,0.25,0.38,-1,-0.01
69,scissors,paper,-1,25,17,27,0.36,0.25,0.39,-2,-0.03
70,rock,paper,1,26,17,27,0.37,0.24,0.39,-1,-0.01
71,scissors,paper,-1,26,17,28,0.37,0.24,0.39,-2,-0.03
72,rock,rock,0,26,18,28,0.36,0.25,0.39,-2,-0.03
73,scissors,paper,-1,26,18,29,0.36,0.25,0.4,-3,-0.04
74,paper,paper,0,26,19,29,0.35,0.26,0.39,-3,-0.04
75,scissors,scissors,0,26,20,29,0.35,0.27,0.39,-3,-0.04
76,rock,rock,0,26,21,29,0.34,0.28,0.38,-3,-0.04
77,scissors,rock,1,27,21,29,0.35,0.27,0.38,-2,-0.03
78,scissors,paper,-1,27,21,30,0.35,0.27,0.38,-3,-0.04
79,paper,scissors,1,28,21,30,0.35,0.27,0.38,-2,-0.03
80,paper,paper,0,28,22,30,0.35,0.28,0.38,-2,-0.03
81,rock,rock,0,28,23,30,0.35,0.28,0.37,-2,-0.02
82,scissors,paper,-1,28,23,31,0.34,0.28,0.38,-3,-0.04
83,scissors,paper,-1,28,23,32,0.34,0.28,0.39,-4,-0.05
84,paper,scissors,1,29,23,32,0.35,0.27,0.38,-3,-0.04
85,paper,paper,0,29,24,32,0.34,0.28,0.38,-3,-0.04
86,paper,rock,-1,29,24,33,0.34,0.28,0.38,-4,-0.05
87,paper,scissors,1,30,24,33,0.34,0.28,0.38,-3,-0.03
88,rock,scissors,-1,30,24,34,0.34,0.27,0.39,-4,-0.05
89,scissors,scissors,0,30,25,34,0.34,0.28,0.38,-4,-0.04
90,paper,paper,0,30,26,34,0.33,0.29,0.38,-4,-0.04
91,scissors,rock,1,31,26,34,0.34,0.29,0.37,-3,-0.03
92,paper,rock,-1,31,26,35,0.34,0.28,0.38,-4,-0.04
93,paper,rock,-1,31,26,36,0.33,0.28,0.39,-5,-0.05
94,rock,scissors,-1,31,26,37,0.33,0.28,0.39,-6,-0.06
95,rock,rock,0,31,27,37,0.33,0.28,0.39,-6,-0.06
96,paper,rock,-1,31,27,38,0.32,0.28,0.4,-7,-0.07
97,paper,rock,-1,31,27,39,0.32,0.28,0.4,-8,-0.08
98,scissors,paper,-1,31,27,40,0.32,0.28,0.41,-9,-0.09
99,scissors,rock,1,32,27,40,0.32,0.27,0.4,-8,-0.08
100,scissors,rock,1,33,27,40,0.33,0.27,0.4,-7,-0.07
101,scissors,scissors,0,33,28,40,0.33,0.28,0.4,-7,-0.07
102,paper,scissors,1,34,28,40,0.33,0.27,0.39,-6,-0.06
103,rock,paper,1,35,28,40,0.34,0.27,0.39,-5,-0.05
104,paper,rock,-1,35,28,41,0.34,0.27,0.39,-6,-0.06
105,rock,paper,1,36,28,41,0.34,0.27,0.39,-5,-0.05
106,paper,rock,-1,36,28,42,0.34,0.26,0.4,-6,-0.06
107,scissors,paper,-1,36,28,43,0.34,0.26,0.4,-7,-0.07
108,paper,rock,-1,36,28,44,0.33,0.26,0.41,-8,-0.07
109,scissors,rock,1,37,28,44,0.34,0.26,0.4,-7,-0.06
110,scissors,scissors,0,37,29,44,0.34,0.26,0.4,-7,-0.06
111,scissors,paper,-1,37,29,45,0.33,0.26,0.41,-8,-0.07
112,scissors,paper,-1,37,29,46,0.33,0.26,0.41,-9,-0.08
113,scissors,rock,1,38,29,46,0.34,0.26,0.41,-8,-0.07
114,scissors,paper,-1,38,29,47,0.33,0.25,0.41,-9,-0.08
115,rock,scissors,-1,38,29,48,0.33,0.25,0.42,-10,-0.09
116,rock,rock,0,38,30,48,0.33,0.26,0.41,-10,-0.09
117,paper,scissors,1,39,30,48,0.33,0.26,0.41,-9,-0.08
118,scissors,rock,1,40,30,48,0.34,0.25,0.41,-8,-0.07
119,rock,rock,0,40,31,48,0.34,0.26,0.4,-8,-0.07
120,paper,rock,-1,40,31,49,0.33,0.26,0.41,-9,-0.07
121,paper,paper,0,40,32,49,0.33,0.26,0.4,-9,-0.07
122,scissors,paper,-1,40,32,50,0.33,0.26,0.41,-10,-0.08
123,paper,rock,-1,40,32,51,0.33,0.26,0.41,-11,-0.09
124,paper,rock,-1,40,32,52,0.32,0.26,0.42,-12,-0.1
125,rock,scissors,-1,40,32,53,0.32,0.26,0.42,-13,-0.1
126,paper,scissors,1,41,32,53,0.33,0.25,0.42,-12,-0.1
127,scissors,scissors,0,41,33,53,0.32,0.26,0.42,-12,-0.09
128,rock,paper,1,42,33,53,0.33,0.26,0.41,-11,-0.09
129,paper,scissors,1,43,33,53,0.33,0.26,0.41,-10,-0.08
130,rock,paper,1,44,33,53,0.34,0.25,0.41,-9,-0.07
131,paper,rock,-1,44,33,54,0.34,0.25,0.41,-10,-0.08
132,paper,rock,-1,44,33,55,0.33,0.25,0.42,-11,-0.08
133,paper,paper,0,44,34,55,0.33,0.26,0.41,-11,-0.08
134,rock,rock,0,44,35,55,0.33,0.26,0.41,-11,-0.08
135,paper,scissors,1,45,35,55,0.33,0.26,0.41,-10,-0.07
136,scissors,rock,1,46,35,55,0.34,0.26,0.4,-9,-0.07
137,rock,rock,0,46,36,55,0.34,0.26,0.4,-9,-0.07
138,scissors,rock,1,47,36,55,0.34,0.26,0.4,-8,-0.06
139,scissors,scissors,0,47,37,55,0.34,0.27,0.4,-8,-0.06
140,rock,paper,1,48,37,55,0.34,0.26,0.39,-7,-0.05
141,scissors,scissors,0,48,38,55,0.34,0.27,0.39,-7,-0.05
142,rock,rock,0,48,39,55,0.34,0.27,0.39,-7,-0.05
143,rock,rock,0,48,40,55,0.34,0.28,0.38,-7,-0.05
144,rock,rock,0,48,41,55,0.33,0.28,0.38,-7,-0.05
145,rock,scissors,-1,48,41,56,0.33,0.28,0.39,-8,-0.06
146,paper,paper,0,48,42,56,0.33,0.29,0.38,-8,-0.05
147,scissors,rock,1,49,42,56,0.33,0.29,0.38,-7,-0.05
148,scissors,rock,1,50,42,56,0.34,0.28,0.38,-6,-0.04
149,paper,rock,-1,50,42,57,0.34,0.28,0.38,-7,-0.05
150,scissors,paper,-1,50,42,58,0.33,0.28,0.39,-8,-0.05
151,paper,paper,0,50,43,58,0.33,0.28,0.38,-8,-0.05
152,paper,rock,-1,50,43,59,0.33,0.28,0.39,-9,-0.06
153,paper,scissors,1,51,43,59,0.33,0.28,0.39,-8,-0.05
154,rock,paper,1,52,43,59,0.34,0.28,0.38,-7,-0.05
155,rock,rock,0,52,44,59,0.34,0.28,0.38,-7,-0.05
156,scissors,scissors,0,52,45,59,0.33,0.29,0.38,-7,-0.04
157,paper,paper,0,52,46,59,0.33,0.29,0.38,-7,-0.04
158,rock,rock,0,52,47,59,0.33,0.3,0.37,-7,-0.04
159,scissors,paper,-1,52,47,60,0.33,0.3,0.38,-8,-0.05
160,paper,rock,-1,52,47,61,0.33,0.29,0.38,-9,-0.06
161,scissors,rock,1,53,47,61,0.33,0.29,0.38,-8,-0.05
162,rock,scissors,-1,53,47,62,0.33,0.29,0.38,-9,-0.06
163,paper,paper,0,53,48,62,0.33,0.29,0.38,-9,-0.06
164,paper,rock,-1,53,48,63,0.32,0.29,0.38,-10,-0.06
165,scissors,scissors,0,53,49,63,0.32,0.3,0.38,-10,-0.06
166,paper,rock,-1,53,49,64,0.32,0.3,0.39,-11,-0.07
167,paper,rock,-1,53,49,65,0.32,0.29,0.39,-12,-0.07
168,rock,rock,0,53,50,65,0.32,0.3,0.39,-12,-0.07
169,scissors,rock,1,54,50,65,0.32,0.3,0.38,-11,-0.07
170,paper,paper,0,54,51,65,0.32,0.3,0.38,-11,-0.06
171,paper,paper,0,54,52,65,0.32,0.3,0.38,-11,-0.06
172,paper,paper,0,54,53,65,0.31,0.31,0.38,-11,-0.06
173,paper,rock,-1,54,53,66,0.31,0.31,0.38,-12,-0.07
174,scissors,paper,-1,54,53,67,0.31,0.3,0.39,-13,-0.07
175,scissors,rock,1,55,53,67,0.31,0.3,0.38,-12,-0.07
176,paper,rock,-1,55,53,68,0.31,0.3,0.39,-13,-0.07
177,rock,scissors,-1,55,53,69,0.31,0.3,0.39,-14,-0.08
178,scissors,rock,1,56,53,69,0.31,0.3,0.39,-13,-0.07
179,scissors,rock,1,57,53,69,0.32,0.3,0.39,-12,-0.07
180,rock,scissors,-1,57,53,70,0.32,0.29,0.39,-13,-0.07
181,paper,paper,0,57,54,70,0.31,0.3,0.39,-13,-0.07
182,scissors,scissors,0,57,55,70,0.31,0.3,0.38,-13,-0.07
183,scissors,scissors,0,57,56,70,0.31,0.31,0.38,-13,-0.07
184,paper,paper,0,57,57,70,0.31,0.31,0.38,-13,-0.07
185,paper,scissors,1,58,57,70,0.31,0.31,0.38,-12,-0.06
186,scissors,scissors,0,58,58,70,0.31,0.31,0.38,-12,-0.06
187,rock,scissors,-1,58,58,71,0.31,0.31,0.38,-13,-0.07
188,paper,scissors,1,59,58,71,0.31,0.31,0.38,-12,-0.06
189,rock,scissors,-1,59,58,72,0.31,0.31,0.38,-13,-0.07
190,rock,paper,1,60,58,72,0.32,0.31,0.38,-12,-0.06
191,rock,rock,0,60,59,72,0.31,0.31,0.38,-12,-0.06
192,paper,scissors,1,61,59,72,0.32,0.31,0.38,-11,-0.06
193,paper,paper,0,61,60,72,0.32,0.31,0.37,-11,-0.06
194,scissors,scissors,0,61,61,72,0.31,0.31,0.37,-11,-0.06
195,paper,paper,0,61,62,72,0.31,0.32,0.37,-11,-0.06
196,paper,scissors,1,62,62,72,0.32,0.32,0.37,-10,-0.05
197,scissors,paper,-1,62,62,73,0.31,0.31,0.37,-11,-0.06
198,scissors,paper,-1,62,62,74,0.31,0.31,0.37,-12,-0.06
199,paper,scissors,1,63,62,74,0.32,0.31,0.37,-11,-0.06
200,paper,paper,0,63,63,74,0.32,0.32,0.37,-11,-0.06
201,paper,paper,0,63,64,74,0.31,0.32,0.37,-11,-0.05
202,paper,scissors,1,64,64,74,0.32,0.32,0.37,-10,-0.05
203,rock,scissors,-1,64,64,75,0.32,0.32,0.37,-11,-0.05
204,scissors,scissors,0,64,65,75,0.31,0.32,0.37,-11,-0.05
205,paper,rock,-1,64,65,76,0.31,0.32,0.37,-12,-0.06
206,paper,rock,-1,64,65,77,0.31,0.32,0.37,-13,-0.06
207,scissors,rock,1,65,65,77,0.31,0.31,0.37,-12,-0.06
208,scissors,rock,1,66,65,77,0.32,0.31,0.37,-11,-0.05
209,scissors,rock,1,67,65,77,0.32,0.31,0.37,-10,-0.05
210,paper,paper,0,67,66,77,0.32,0.31,0.37,-10,-0.05
211,rock,scissors,-1,67,66,78,0.32,0.31,0.37,-11,-0.05
212,rock,scissors,-1,67,66,79,0.32,0.31,0.37,-12,-0.06
213,scissors,paper,-1,67,66,80,0.31,0.31,0.38,-13,-0.06
214,scissors,rock,1,68,66,80,0.32,0.31,0.37,-12,-0.06
215,scissors,paper,-1,68,66,81,0.32,0.31,0.38,-13,-0.06
216,paper,rock,-1,68,66,82,0.31,0.31,0.38,-14,-0.06
217,scissors,paper,-1,68,66,83,0.31,0.3,0.38,-15,-0.07
218,rock,paper,1,69,66,83,0.32,0.3,0.38,-14,-0.06
219,scissors,scissors,0,69,67,83,0.32,0.31,0.38,-14,-0.06
220,paper,paper,0,69,68,83,0.31,0.31,0.38,-14,-0.06
221,rock,scissors,-1,69,68,84,0.31,0.31,0.38,-15,-0.07
222,scissors,paper,-1,69,68,85,0.31,0.31,0.38,-16,-0.07
223,rock,rock,0,69,69,85,0.31,0.31,0.38,-16,-0.07
224,scissors,scissors,0,69,70,85,0.31,0.31,0.38,-16,-0.07
225,paper,scissors,1,70,70,85,0.31,0.31,0.38,-15,-0.07
226,paper,rock,-1,70,70,86,0.31,0.31,0.38,-16,-0.07
227,paper,scissors,1,71,70,86,0.31,0.31,0.38,-15,-0.07
228,scissors,rock,1,72,70,86,0.32,0.31,0.38,-14,-0.06
229,rock,rock,0,72,71,86,0.31,0.31,0.38,-14,-0.06
230,paper,scissors,1,73,71,86,0.32,0.31,0.37,-13,-0.06
231,scissors,paper,-1,73,71,87,0.32,0.31,0.38,-14,-0.06
232,rock,paper,1,74,71,87,0.32,0.31,0.38,-13,-0.06
233,paper,rock,-1,74,71,88,0.32,0.3,0.38,-14,-0.06
234,scissors,scissors,0,74,72,88,0.32,0.31,0.38,-14,-0.06
235,scissors,scissors,0,74,73,88,0.31,0.31,0.37,-14,-0.06
236,rock,scissors,-1,74,73,89,0.31,0.31,0.38,-15,-0.06
237,paper,scissors,1,75,73,89,0.32,0.31,0.38,-14,-0.06
238,paper,rock,-1,75,73,90,0.32,0.31,0.38,-15,-0.06
239,scissors,paper,-1,75,73,91,0.31,0.31,0.38,-16,-0.07
240,scissors,rock,1,76,73,91,0.32,0.3,0.38,-15,-0.06
241,rock,scissors,-1,76,73,92,0.32,0.3,0.38,-16,-0.07
242,paper,paper,0,76,74,92,0.31,0.31,0.38,-16,-0.07
243,rock,paper,1,77,74,92,0.32,0.3,0.38,-15,-0.06
244,scissors,rock,1,78,74,92,0.32,0.3,0.38,-14,-0.06
245,rock,paper,1,79,74,92,0.32,0.3,0.38,-13,-0.05
246,rock,rock,0,79,75,92,0.32,0.3,0.37,-13,-0.05
247,scissors,scissors,0,79,76,92,0.32,0.31,0.37,-13,-0.05
248,rock,paper,1,80,76,92,0.32,0.31,0.37,-12,-0.05
249,scissors,scissors,0,80,77,92,0.32,0.31,0.37,-12,-0.05
250,rock,rock,0,80,78,92,0.32,0.31,0.37,-12,-0.05
251,scissors,paper,-1,80,78,93,0.32,0.31,0.37,-13,-0.05
252,scissors,paper,-1,80,78,94,0.32,0.31,0.37,-14,-0.06
253,rock,paper,1,81,78,94,0.32,0.31,0.37,-13,-0.05
254,scissors,paper,-1,81,78,95,0.32,0.31,0.37,-14,-0.06
255,scissors,scissors,0,81,79,95,0.32,0.31,0.37,-14,-0.05
256,paper,rock,-1,81,79,96,0.32,0.31,0.38,-15,-0.06
257,paper,rock,-1,81,79,97,0.32,0.31,0.38,-16,-0.06
258,scissors,paper,-1,81,79,98,0.31,0.31,0.38,-17,-0.07
259,scissors,scissors,0,81,80,98,0.31,0.31,0.38,-17,-0.07
260,paper,rock,-1,81,80,99,0.31,0.31,0.38,-18,-0.07
261,paper,rock,-1,81,80,100,0.31,0.31,0.38,-19,-0.07
262,scissors,scissors,0,81,81,100,0.31,0.31,0.38,-19,-0.07
263,paper,paper,0,81,82,100,0.31,0.31,0.38,-19,-0.07
264,rock,paper,1,82,82,100,0.31,0.31,0.38,-18,-0.07
265,scissors,scissors,0,82,83,100,0.31,0.31,0.38,-18,-0.07
266,paper,paper,0,82,84,100,0.31,0.32,0.38,-18,-0.07
267,rock,scissors,-1,82,84,101,0.31,0.31,0.38,-19,-0.07
268,rock,rock,0,82,85,101,0.31,0.32,0.38,-19,-0.07
269,paper,paper,0,82,86,101,0.3,0.32,0.38,-19,-0.07
270,paper,paper,0,82,87,101,0.3,0.32,0.37,-19,-0.07
271,rock,scissors,-1,82,87,102,0.3,0.32,0.38,-20,-0.07
272,scissors,paper,-1,82,87,103,0.3,0.32,0.38,-21,-0.08
273,rock,paper,1,83,87,103,0.3,0.32,0.38,-20,-0.07
274,scissors,paper,-1,83,87,104,0.3,0.32,0.38,-21,-0.08
275,rock,rock,0,83,88,104,0.3,0.32,0.38,-21,-0.08
276,scissors,scissors,0,83,89,104,0.3,0.32,0.38,-21,-0.08
277,rock,paper,1,84,89,104,0.3,0.32,0.38,-20,-0.07
278,scissors,scissors,0,84,90,104,0.3,0.32,0.37,-20,-0.07
279,scissors,rock,1,85,90,104,0.3,0.32,0.37,-19,-0.07
280,paper,rock,-1,85,90,105,0.3,0.32,0.38,-20,-0.07
281,paper,paper,0,85,91,105,0.3,0.32,0.37,-20,-0.07
282,paper,scissors,1,86,91,105,0.3,0.32,0.37,-19,-0.07
283,rock,paper,1,87,91,105,0.31,0.32,0.37,-18,-0.06
284,paper,scissors,1,88,91,105,0.31,0.32,0.37,-17,-0.06
285,scissors,rock,1,89,91,105,0.31,0.32,0.37,-16,-0.06
286,rock,rock,0,89,92,105,0.31,0.32,0.37,-16,-0.06
287,scissors,rock,1,90,92,105,0.31,0.32,0.37,-15,-0.05
288,rock,rock,0,90,93,105,0.31,0.32,0.36,-15,-0.05
289,scissors,scissors,0,90,94,105,0.31,0.33,0.36,-15,-0.05
290,scissors,paper,-1,90,94,106,0.31,0.32,0.37,-16,-0.06
291,paper,scissors,1,91,94,106,0.31,0.32,0.36,-15,-0.05
292,scissors,rock,1,92,94,106,0.32,0.32,0.36,-14,-0.05
293,scissors,rock,1,93,94,106,0.32,0.32,0.36,-13,-0.04
294,scissors,rock,1,94,94,106,0.32,0.32,0.36,-12,-0.04
295,scissors,scissors,0,94,95,106,0.32,0.32,0.36,-12,-0.04
296,paper,rock,-1,94,95,107,0.32,0.32,0.36,-13,-0.04
297,rock,scissors,-1,94,95,108,0.32,0.32,0.36,-14,-0.05
298,paper,paper,0,94,96,108,0.32,0.32,0.36,-14,-0.05
299,paper,paper,0,94,97,108,0.31,0.32,0.36,-14,-0.05
300,paper,scissors,1,95,97,108,0.32,0.32,0.36,-13,-0.04
301,rock,paper,1,96,97,108,0.32,0.32,0.36,-12,-0.04
302,scissors,rock,1,97,97,108,0.32,0.32,0.36,-11,-0.04
303,paper,scissors,1,98,97,108,0.32,0.32,0.36,-10,-0.03
304,rock,rock,0,98,98,108,0.32,0.32,0.36,-10,-0.03
305,rock,paper,1,99,98,108,0.32,0.32,0.35,-9,-0.03
306,rock,paper,1,100,98,108,0.33,0.32,0.35,-8,-0.03
307,rock,paper,1,101,98,108,0.33,0.32,0.35,-7,-0.02
308,rock,paper,1,102,98,108,0.33,0.32,0.35,-6,-0.02
309,paper,rock,-1,102,98,109,0.33,0.32,0.35,-7,-0.02
310,scissors,paper,-1,102,98,110,0.33,0.32,0.35,-8,-0.03
311,rock,paper,1,103,98,110,0.33,0.32,0.35,-7,-0.02
312,scissors,rock,1,104,98,110,0.33,0.31,0.35,-6,-0.02
313,rock,scissors,-1,104,98,111,0.33,0.31,0.35,-7,-0.02
314,scissors,scissors,0,104,99,111,0.33,0.32,0.35,-7,-0.02
315,paper,paper,0,104,100,111,0.33,0.32,0.35,-7,-0.02
316,scissors,rock,1,105,100,111,0.33,0.32,0.35,-6,-0.02
317,paper,scissors,1,106,100,111,0.33,0.32,0.35,-5,-0.02
318,scissors,scissors,0,106,101,111,0.33,0.32,0.35,-5,-0.02
319,paper,paper,0,106,102,111,0.33,0.32,0.35,-5,-0.02
320,paper,paper,0,106,103,111,0.33,0.32,0.35,-5,-0.02
321,paper,paper,0,106,104,111,0.33,0.32,0.35,-5,-0.02
322,scissors,scissors,0,106,105,111,0.33,0.33,0.34,-5,-0.02
323,paper,scissors,1,107,105,111,0.33,0.33,0.34,-4,-0.01
324,scissors,rock,1,108,105,111,0.33,0.32,0.34,-3,-0.01
325,paper,rock,-1,108,105,112,0.33,0.32,0.34,-4,-0.01
326,scissors,scissors,0,108,106,112,0.33,0.33,0.34,-4,-0.01
327,rock,scissors,-1,108,106,113,0.33,0.32,0.35,-5,-0.02
328,scissors,paper,-1,108,106,114,0.33,0.32,0.35,-6,-0.02
329,scissors,rock,1,109,106,114,0.33,0.32,0.35,-5,-0.02
330,paper,rock,-1,109,106,115,0.33,0.32,0.35,-6,-0.02
331,scissors,scissors,0,109,107,115,0.33,0.32,0.35,-6,-0.02
332,paper,paper,0,109,108,115,0.33,0.33,0.35,-6,-0.02
333,rock,paper,1,110,108,115,0.33,0.32,0.35,-5,-0.02
334,scissors,scissors,0,110,109,115,0.33,0.33,0.34,-5,-0.01
335,paper,paper,0,110,110,115,0.33,0.33,0.34,-5,-0.01
336,rock,rock,0,110,111,115,0.33,0.33,0.34,-5,-0.01
337,scissors,rock,1,111,111,115,0.33,0.33,0.34,-4,-0.01
338,paper,paper,0,111,112,115,0.33,0.33,0.34,-4,-0.01
339,rock,scissors,-1,111,112,116,0.33,0.33,0.34,-5,-0.01
340,scissors,paper,-1,111,112,117,0.33,0.33,0.34,-6,-0.02
341,scissors,scissors,0,111,113,117,0.33,0.33,0.34,-6,-0.02
342,scissors,scissors,0,111,114,117,0.32,0.33,0.34,-6,-0.02
343,scissors,rock,1,112,114,117,0.33,0.33,0.34,-5,-0.01
344,scissors,scissors,0,112,115,117,0.33,0.33,0.34,-5,-0.01
345,scissors,rock,1,113,115,117,0.33,0.33,0.34,-4,-0.01
346,rock,scissors,-1,113,115,118,0.33,0.33,0.34,-5,-0.01
347,rock,rock,0,113,116,118,0.33,0.33,0.34,-5,-0.01
348,paper,paper,0,113,117,118,0.32,0.34,0.34,-5,-0.01
349,paper,rock,-1,113,117,119,0.32,0.34,0.34,-6,-0.02
350,rock,paper,1,114,117,119,0.33,0.33,0.34,-5,-0.01
351,scissors,rock,1,115,117,119,0.33,0.33,0.34,-4,-0.01
352,rock,paper,1,116,117,119,0.33,0.33,0.34,-3,-0.01
353,rock,paper,1,117,117,119,0.33,0.33,0.34,-2,-0.01
354,scissors,paper,-1,117,117,120,0.33,0.33,0.34,-3,-0.01
355,rock,rock,0,117,118,120,0.33,0.33,0.34,-3,-0.01
356,rock,rock,0,117,119,120,0.33,0.33,0.34,-3,-0.01
357,scissors,rock,1,118,119,120,0.33,0.33,0.34,-2,-0.01
358,rock,scissors,-1,118,119,121,0.33,0.33,0.34,-3,-0.01
359,rock,paper,1,119,119,121,0.33,0.33,0.34,-2,-0.01
360,rock,rock,0,119,120,121,0.33,0.33,0.34,-2,-0.01
361,rock,rock,0,119,121,121,0.33,0.34,0.34,-2,-0.01
362,scissors,rock,1,120,121,121,0.33,0.33,0.33,-1,-0.0
363,scissors,scissors,0,120,122,121,0.33,0.34,0.33,-1,-0.0
364,paper,rock,-1,120,122,122,0.33,0.34,0.34,-2,-0.01
365,rock,scissors,-1,120,122,123,0.33,0.33,0.34,-3,-0.01
366,rock,rock,0,120,123,123,0.33,0.34,0.34,-3,-0.01
367,paper,scissors,1,121,123,123,0.33,0.34,0.34,-2,-0.01
368,paper,rock,-1,121,123,124,0.33,0.33,0.34,-3,-0.01
369,scissors,paper,-1,121,123,125,0.33,0.33,0.34,-4,-0.01
370,rock,rock,0,121,124,125,0.33,0.34,0.34,-4,-0.01
371,scissors,rock,1,122,124,125,0.33,0.33,0.34,-3,-0.01
372,paper,paper,0,122,125,125,0.33,0.34,0.34,-3,-0.01
373,scissors,rock,1,123,125,125,0.33,0.34,0.34,-2,-0.01
374,paper,paper,0,123,126,125,0.33,0.34,0.33,-2,-0.01
375,paper,scissors,1,124,126,125,0.33,0.34,0.33,-1,-0.0
376,paper,rock,-1,124,126,126,0.33,0.34,0.34,-2,-0.01
