n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
29,rock,paper,1,24,2,3,0.83,0.07,0.1,21,0.72
30,scissors,paper,-1,24,2,4,0.8,0.07,0.13,20,0.67
31,scissors,paper,-1,24,2,5,0.77,0.06,0.16,19,0.61
32,rock,paper,1,25,2,5,0.78,0.06,0.16,20,0.62
33,rock,paper,1,26,2,5,0.79,0.06,0.15,21,0.64
34,rock,paper,1,27,2,5,0.79,0.06,0.15,22,0.65
35,rock,paper,1,28,2,5,0.8,0.06,0.14,23,0.66
36,rock,paper,1,29,2,5,0.81,0.06,0.14,24,0.67
37,rock,paper,1,30,2,5,0.81,0.05,0.14,25,0.68
38,rock,paper,1,31,2,5,0.82,0.05,0.13,26,0.68
39,rock,paper,1,32,2,5,0.82,0.05,0.13,27,0.69
40,rock,paper,1,33,2,5,0.82,0.05,0.12,28,0.7
41,scissors,rock,1,34,2,5,0.83,0.05,0.12,29,0.71
42,rock,paper,1,35,2,5,0.83,0.05,0.12,30,0.71
43,rock,rock,0,35,3,5,0.81,0.07,0.12,30,0.7
44,rock,paper,1,36,3,5,0.82,0.07,0.11,31,0.7
45,rock,paper,1,37,3,5,0.82,0.07,0.11,32,0.71
46,rock,paper,1,38,3,5,0.83,0.07,0.11,33,0.72
47,rock,paper,1,39,3,5,0.83,0.06,0.11,34,0.72
48,scissors,rock,1,40,3,5,0.83,0.06,0.1,35,0.73
49,rock,rock,0,40,4,5,0.82,0.08,0.1,35,0.71
50,rock,paper,1,41,4,5,0.82,0.08,0.1,36,0.72
51,rock,paper,1,42,4,5,0.82,0.08,0.1,37,0.73
52,rock,paper,1,43,4,5,0.83,0.08,0.1,38,0.73
53,scissors,paper,-1,43,4,6,0.81,0.08,0.11,37,0.7
54,rock,paper,1,44,4,6,0.81,0.07,0.11,38,0.7
55,rock,paper,1,45,4,6,0.82,0.07,0.11,39,0.71
56,rock,paper,1,46,4,6,0.82,0.07,0.11,40,0.71
57,rock,rock,0,46,5,6,0.81,0.09,0.11,40,0.7
58,rock,paper,1,47,5,6,0.81,0.09,0.1,41,0.71
59,scissors,paper,-1,47,5,7,0.8,0.08,0.12,40,0.68
60,rock,paper,1,48,5,7,0.8,0.08,0.12,41,0.68
61,rock,rock,0,48,6,7,0.79,0.1,0.11,41,0.67
62,rock,paper,1,49,6,7,0.79,0.1,0.11,42,0.68
63,scissors,rock,1,50,6,7,0.79,0.1,0.11,43,0.68
64,scissors,paper,-1,50,6,8,0.78,0.09,0.12,42,0.66
65,rock,paper,1,51,6,8,0.78,0.09,0.12,43,0.66
66,rock,paper,1,52,6,8,0.79,0.09,0.12,44,0.67
67,rock,paper,1,53,6,8,0.79,0.09,0.12,45,0.67
68,rock,paper,1,54,6,8,0.79,0.09,0.12,46,0.68
69,scissors,paper,-1,54,6,9,0.78,0.09,0.13,45,0.65
70,rock,paper,1,55,6,9,0.79,0.09,0.13,46,0.66
71,rock,rock,0,55,7,9,0.77,0.1,0.13,46,0.65
72,rock,paper,1,56,7,9,0.78,0.1,0.12,47,0.65
73,scissors,rock,1,57,7,9,0.78,0.1,0.12,48,0.66
74,rock,rock,0,57,8,9,0.77,0.11,0.12,48,0.65
75,rock,paper,1,58,8,9,0.77,0.11,0.12,49,0.65
76,rock,paper,1,59,8,9,0.78,0.11,0.12,50,0.66
77,rock,rock,0,59,9,9,0.77,0.12,0.12,50,0.65
78,rock,paper,1,60,9,9,0.77,0.12,0.12,51,0.65
79,scissors,paper,-1,60,9,10,0.76,0.11,0.13,50,0.63
80,rock,rock,0,60,10,10,0.75,0.12,0.12,50,0.62
81,rock,paper,1,61,10,10,0.75,0.12,0.12,51,0.63
82,rock,paper,1,62,10,10,0.76,0.12,0.12,52,0.63
83,rock,paper,1,63,10,10,0.76,0.12,0.12,53,0.64
84,rock,paper,1,64,10,10,0.76,0.12,0.12,54,0.64
85,scissors,paper,-1,64,10,11,0.75,0.12,0.13,53,0.62
86,rock,paper,1,65,10,11,0.76,0.12,0.13,54,0.63
87,scissors,paper,-1,65,10,12,0.75,0.11,0.14,53,0.61
88,rock,paper,1,66,10,12,0.75,0.11,0.14,54,0.61
89,rock,paper,1,67,10,12,0.75,0.11,0.13,55,0.62
90,rock,paper,1,68,10,12,0.76,0.11,0.13,56,0.62
91,scissors,paper,-1,68,10,13,0.75,0.11,0.14,55,0.6
92,rock,paper,1,69,10,13,0.75,0.11,0.14,56,0.61
93,rock,paper,1,70,10,13,0.75,0.11,0.14,57,0.61
94,rock,paper,1,71,10,13,0.76,0.11,0.14,58,0.62
95,scissors,paper,-1,71,10,14,0.75,0.11,0.15,57,0.6
96,rock,paper,1,72,10,14,0.75,0.1,0.15,58,0.6
97,rock,paper,1,73,10,14,0.75,0.1,0.14,59,0.61
98,rock,paper,1,74,10,14,0.76,0.1,0.14,60,0.61
99,rock,paper,1,75,10,14,0.76,0.1,0.14,61,0.62
100,rock,rock,0,75,11,14,0.75,0.11,0.14,61,0.61
101,rock,paper,1,76,11,14,0.75,0.11,0.14,62,0.61
102,rock,paper,1,77,11,14,0.75,0.11,0.14,63,0.62
103,scissors,paper,-1,77,11,15,0.75,0.11,0.15,62,0.6
104,rock,rock,0,77,12,15,0.74,0.12,0.14,62,0.6
105,rock,paper,1,78,12,15,0.74,0.11,0.14,63,0.6
106,scissors,paper,-1,78,12,16,0.74,0.11,0.15,62,0.58
107,rock,paper,1,79,12,16,0.74,0.11,0.15,63,0.59
108,rock,rock,0,79,13,16,0.73,0.12,0.15,63,0.58
109,rock,paper,1,80,13,16,0.73,0.12,0.15,64,0.59
110,rock,paper,1,81,13,16,0.74,0.12,0.15,65,0.59
111,scissors,paper,-1,81,13,17,0.73,0.12,0.15,64,0.58
112,rock,rock,0,81,14,17,0.72,0.12,0.15,64,0.57
113,rock,paper,1,82,14,17,0.73,0.12,0.15,65,0.58
114,rock,paper,1,83,14,17,0.73,0.12,0.15,66,0.58
115,rock,rock,0,83,15,17,0.72,0.13,0.15,66,0.57
116,rock,paper,1,84,15,17,0.72,0.13,0.15,67,0.58
117,scissors,paper,-1,84,15,18,0.72,0.13,0.15,66,0.56
118,rock,paper,1,85,15,18,0.72,0.13,0.15,67,0.57
119,scissors,paper,-1,85,15,19,0.71,0.13,0.16,66,0.55
120,rock,paper,1,86,15,19,0.72,0.12,0.16,67,0.56
121,rock,paper,1,87,15,19,0.72,0.12,0.16,68,0.56
122,scissors,rock,1,88,15,19,0.72,0.12,0.16,69,0.57
123,rock,paper,1,89,15,19,0.72,0.12,0.15,70,0.57
124,scissors,paper,-1,89,15,20,0.72,0.12,0.16,69,0.56
125,rock,paper,1,90,15,20,0.72,0.12,0.16,70,0.56
126,rock,paper,1,91,15,20,0.72,0.12,0.16,71,0.56
127,rock,paper,1,92,15,20,0.72,0.12,0.16,72,0.57
128,rock,paper,1,93,15,20,0.73,0.12,0.16,73,0.57
129,rock,paper,1,94,15,20,0.73,0.12,0.16,74,0.57
130,rock,paper,1,95,15,20,0.73,0.12,0.15,75,0.58
131,rock,paper,1,96,15,20,0.73,0.11,0.15,76,0.58
132,rock,rock,0,96,16,20,0.73,0.12,0.15,76,0.58
133,rock,paper,1,97,16,20,0.73,0.12,0.15,77,0.58
134,rock,paper,1,98,16,20,0.73,0.12,0.15,78,0.58
135,rock,paper,1,99,16,20,0.73,0.12,0.15,79,0.59
136,rock,paper,1,100,16,20,0.74,0.12,0.15,80,0.59
137,rock,paper,1,101,16,20,0.74,0.12,0.15,81,0.59
138,rock,paper,1,102,16,20,0.74,0.12,0.14,82,0.59
139,scissors,paper,-1,102,16,21,0.73,0.12,0.15,81,0.58
140,rock,paper,1,103,16,21,0.74,0.11,0.15,82,0.59
141,rock,paper,1,104,16,21,0.74,0.11,0.15,83,0.59
142,rock,paper,1,105,16,21,0.74,0.11,0.15,84,0.59
143,scissors,paper,-1,105,16,22,0.73,0.11,0.15,83,0.58
144,rock,rock,0,105,17,22,0.73,0.12,0.15,83,0.58
145,rock,rock,0,105,18,22,0.72,0.12,0.15,83,0.57
146,rock,paper,1,106,18,22,0.73,0.12,0.15,84,0.58
147,rock,paper,1,107,18,22,0.73,0.12,0.15,85,0.58
148,scissors,paper,-1,107,18,23,0.72,0.12,0.16,84,0.57
149,rock,paper,1,108,18,23,0.72,0.12,0.15,85,0.57
150,rock,paper,1,109,18,23,0.73,0.12,0.15,86,0.57
151,rock,paper,1,110,18,23,0.73,0.12,0.15,87,0.58
152,rock,paper,1,111,18,23,0.73,0.12,0.15,88,0.58
153,rock,paper,1,112,18,23,0.73,0.12,0.15,89,0.58
154,scissors,paper,-1,112,18,24,0.73,0.12,0.16,88,0.57
155,scissors,paper,-1,112,18,25,0.72,0.12,0.16,87,0.56
156,rock,paper,1,113,18,25,0.72,0.12,0.16,88,0.56
157,rock,paper,1,114,18,25,0.73,0.11,0.16,89,0.57
158,scissors,paper,-1,114,18,26,0.72,0.11,0.16,88,0.56
159,rock,paper,1,115,18,26,0.72,0.11,0.16,89,0.56
160,rock,rock,0,115,19,26,0.72,0.12,0.16,89,0.56
161,rock,paper,1,116,19,26,0.72,0.12,0.16,90,0.56
162,scissors,paper,-1,116,19,27,0.72,0.12,0.17,89,0.55
163,rock,paper,1,117,19,27,0.72,0.12,0.17,90,0.55
164,rock,paper,1,118,19,27,0.72,0.12,0.16,91,0.55
165,rock,paper,1,119,19,27,0.72,0.12,0.16,92,0.56
166,rock,rock,0,119,20,27,0.72,0.12,0.16,92,0.55
167,rock,paper,1,120,20,27,0.72,0.12,0.16,93,0.56
168,rock,paper,1,121,20,27,0.72,0.12,0.16,94,0.56
169,rock,rock,0,121,21,27,0.72,0.12,0.16,94,0.56
170,rock,paper,1,122,21,27,0.72,0.12,0.16,95,0.56
171,rock,paper,1,123,21,27,0.72,0.12,0.16,96,0.56
172,rock,rock,0,123,22,27,0.72,0.13,0.16,96,0.56
173,rock,paper,1,124,22,27,0.72,0.13,0.16,97,0.56
174,rock,paper,1,125,22,27,0.72,0.13,0.16,98,0.56
175,rock,paper,1,126,22,27,0.72,0.13,0.15,99,0.57
176,scissors,paper,-1,126,22,28,0.72,0.12,0.16,98,0.56
177,rock,paper,1,127,22,28,0.72,0.12,0.16,99,0.56
178,rock,paper,1,128,22,28,0.72,0.12,0.16,100,0.56
179,rock,paper,1,129,22,28,0.72,0.12,0.16,101,0.56
180,rock,paper,1,130,22,28,0.72,0.12,0.16,102,0.57
181,rock,paper,1,131,22,28,0.72,0.12,0.15,103,0.57
182,rock,paper,1,132,22,28,0.73,0.12,0.15,104,0.57
183,rock,paper,1,133,22,28,0.73,0.12,0.15,105,0.57
184,rock,rock,0,133,23,28,0.72,0.12,0.15,105,0.57
185,scissors,paper,-1,133,23,29,0.72,0.12,0.16,104,0.56
186,rock,paper,1,134,23,29,0.72,0.12,0.16,105,0.56
187,rock,paper,1,135,23,29,0.72,0.12,0.16,106,0.57
188,rock,paper,1,136,23,29,0.72,0.12,0.15,107,0.57
189,rock,paper,1,137,23,29,0.72,0.12,0.15,108,0.57
190,rock,paper,1,138,23,29,0.73,0.12,0.15,109,0.57
191,rock,rock,0,138,24,29,0.72,0.13,0.15,109,0.57
192,rock,paper,1,139,24,29,0.72,0.12,0.15,110,0.57
193,rock,rock,0,139,25,29,0.72,0.13,0.15,110,0.57
194,scissors,paper,-1,139,25,30,0.72,0.13,0.15,109,0.56
195,scissors,rock,1,140,25,30,0.72,0.13,0.15,110,0.56
196,rock,paper,1,141,25,30,0.72,0.13,0.15,111,0.57
197,rock,paper,1,142,25,30,0.72,0.13,0.15,112,0.57
198,rock,paper,1,143,25,30,0.72,0.13,0.15,113,0.57
199,rock,rock,0,143,26,30,0.72,0.13,0.15,113,0.57
200,rock,rock,0,143,27,30,0.71,0.14,0.15,113,0.56
201,rock,paper,1,144,27,30,0.72,0.13,0.15,114,0.57
202,rock,paper,1,145,27,30,0.72,0.13,0.15,115,0.57
203,rock,paper,1,146,27,30,0.72,0.13,0.15,116,0.57
204,rock,paper,1,147,27,30,0.72,0.13,0.15,117,0.57
205,rock,rock,0,147,28,30,0.72,0.14,0.15,117,0.57
206,rock,paper,1,148,28,30,0.72,0.14,0.15,118,0.57
207,rock,paper,1,149,28,30,0.72,0.14,0.14,119,0.57
208,rock,rock,0,149,29,30,0.72,0.14,0.14,119,0.57
209,scissors,paper,-1,149,29,31,0.71,0.14,0.15,118,0.56
210,scissors,paper,-1,149,29,32,0.71,0.14,0.15,117,0.56
211,scissors,paper,-1,149,29,33,0.71,0.14,0.16,116,0.55
212,rock,paper,1,150,29,33,0.71,0.14,0.16,117,0.55
213,rock,paper,1,151,29,33,0.71,0.14,0.15,118,0.55
214,rock,paper,1,152,29,33,0.71,0.14,0.15,119,0.56
215,rock,paper,1,153,29,33,0.71,0.13,0.15,120,0.56
216,rock,paper,1,154,29,33,0.71,0.13,0.15,121,0.56
217,rock,paper,1,155,29,33,0.71,0.13,0.15,122,0.56
218,rock,paper,1,156,29,33,0.72,0.13,0.15,123,0.56
219,rock,paper,1,157,29,33,0.72,0.13,0.15,124,0.57
220,rock,paper,1,158,29,33,0.72,0.13,0.15,125,0.57
221,rock,paper,1,159,29,33,0.72,0.13,0.15,126,0.57
222,rock,paper,1,160,29,33,0.72,0.13,0.15,127,0.57
223,rock,paper,1,161,29,33,0.72,0.13,0.15,128,0.57
224,rock,rock,0,161,30,33,0.72,0.13,0.15,128,0.57
225,rock,paper,1,162,30,33,0.72,0.13,0.15,129,0.57
226,rock,paper,1,163,30,33,0.72,0.13,0.15,130,0.58
227,scissors,paper,-1,163,30,34,0.72,0.13,0.15,129,0.57
228,rock,rock,0,163,31,34,0.71,0.14,0.15,129,0.57
229,rock,paper,1,164,31,34,0.72,0.14,0.15,130,0.57
230,rock,paper,1,165,31,34,0.72,0.13,0.15,131,0.57
231,scissors,paper,-1,165,31,35,0.71,0.13,0.15,130,0.56
232,rock,paper,1,166,31,35,0.72,0.13,0.15,131,0.56
233,scissors,paper,-1,166,31,36,0.71,0.13,0.15,130,0.56
234,rock,paper,1,167,31,36,0.71,0.13,0.15,131,0.56
235,scissors,rock,1,168,31,36,0.71,0.13,0.15,132,0.56
236,rock,paper,1,169,31,36,0.72,0.13,0.15,133,0.56
237,rock,rock,0,169,32,36,0.71,0.14,0.15,133,0.56
238,rock,paper,1,170,32,36,0.71,0.13,0.15,134,0.56
239,scissors,paper,-1,170,32,37,0.71,0.13,0.15,133,0.56
240,rock,paper,1,171,32,37,0.71,0.13,0.15,134,0.56
241,scissors,rock,1,172,32,37,0.71,0.13,0.15,135,0.56
242,rock,paper,1,173,32,37,0.71,0.13,0.15,136,0.56
243,rock,rock,0,173,33,37,0.71,0.14,0.15,136,0.56
244,rock,paper,1,174,33,37,0.71,0.14,0.15,137,0.56
245,scissors,paper,-1,174,33,38,0.71,0.13,0.16,136,0.56
246,rock,paper,1,175,33,38,0.71,0.13,0.15,137,0.56
247,rock,paper,1,176,33,38,0.71,0.13,0.15,138,0.56
248,rock,rock,0,176,34,38,0.71,0.14,0.15,138,0.56
249,scissors,paper,-1,176,34,39,0.71,0.14,0.16,137,0.55
250,rock,paper,1,177,34,39,0.71,0.14,0.16,138,0.55
251,rock,paper,1,178,34,39,0.71,0.14,0.16,139,0.55
252,rock,rock,0,178,35,39,0.71,0.14,0.15,139,0.55
253,rock,paper,1,179,35,39,0.71,0.14,0.15,140,0.55
254,rock,paper,1,180,35,39,0.71,0.14,0.15,141,0.56
255,scissors,rock,1,181,35,39,0.71,0.14,0.15,142,0.56
256,rock,paper,1,182,35,39,0.71,0.14,0.15,143,0.56
257,rock,paper,1,183,35,39,0.71,0.14,0.15,144,0.56
258,rock,paper,1,184,35,39,0.71,0.14,0.15,145,0.56
259,rock,paper,1,185,35,39,0.71,0.14,0.15,146,0.56
260,rock,paper,1,186,35,39,0.72,0.13,0.15,147,0.57
261,rock,paper,1,187,35,39,0.72,0.13,0.15,148,0.57
262,rock,paper,1,188,35,39,0.72,0.13,0.15,149,0.57
263,rock,paper,1,189,35,39,0.72,0.13,0.15,150,0.57
264,scissors,paper,-1,189,35,40,0.72,0.13,0.15,149,0.56
265,rock,paper,1,190,35,40,0.72,0.13,0.15,150,0.57
266,rock,paper,1,191,35,40,0.72,0.13,0.15,151,0.57
267,rock,paper,1,192,35,40,0.72,0.13,0.15,152,0.57
268,scissors,paper,-1,192,35,41,0.72,0.13,0.15,151,0.56
269,scissors,paper,-1,192,35,42,0.71,0.13,0.16,150,0.56
270,rock,paper,1,193,35,42,0.71,0.13,0.16,151,0.56
271,rock,rock,0,193,36,42,0.71,0.13,0.15,151,0.56
272,rock,paper,1,194,36,42,0.71,0.13,0.15,152,0.56
273,rock,paper,1,195,36,42,0.71,0.13,0.15,153,0.56
274,rock,paper,1,196,36,42,0.72,0.13,0.15,154,0.56
275,scissors,paper,-1,196,36,43,0.71,0.13,0.16,153,0.56
276,rock,paper,1,197,36,43,0.71,0.13,0.16,154,0.56
277,scissors,paper,-1,197,36,44,0.71,0.13,0.16,153,0.55
278,scissors,paper,-1,197,36,45,0.71,0.13,0.16,152,0.55
279,scissors,paper,-1,197,36,46,0.71,0.13,0.16,151,0.54
280,rock,rock,0,197,37,46,0.7,0.13,0.16,151,0.54
281,rock,paper,1,198,37,46,0.7,0.13,0.16,152,0.54
282,scissors,paper,-1,198,37,47,0.7,0.13,0.17,151,0.54
283,rock,rock,0,198,38,47,0.7,0.13,0.17,151,0.53
284,rock,paper,1,199,38,47,0.7,0.13,0.17,152,0.54
285,rock,paper,1,200,38,47,0.7,0.13,0.16,153,0.54
286,rock,paper,1,201,38,47,0.7,0.13,0.16,154,0.54
287,rock,paper,1,202,38,47,0.7,0.13,0.16,155,0.54
288,scissors,rock,1,203,38,47,0.7,0.13,0.16,156,0.54
289,rock,paper,1,204,38,47,0.71,0.13,0.16,157,0.54
290,rock,paper,1,205,38,47,0.71,0.13,0.16,158,0.54
291,scissors,paper,-1,205,38,48,0.7,0.13,0.16,157,0.54
292,rock,paper,1,206,38,48,0.71,0.13,0.16,158,0.54
293,scissors,paper,-1,206,38,49,0.7,0.13,0.17,157,0.54
294,scissors,rock,1,207,38,49,0.7,0.13,0.17,158,0.54
295,rock,paper,1,208,38,49,0.71,0.13,0.17,159,0.54
296,scissors,paper,-1,208,38,50,0.7,0.13,0.17,158,0.53
297,rock,paper,1,209,38,50,0.7,0.13,0.17,159,0.54
298,rock,paper,1,210,38,50,0.7,0.13,0.17,160,0.54
299,rock,paper,1,211,38,50,0.71,0.13,0.17,161,0.54
300,rock,paper,1,212,38,50,0.71,0.13,0.17,162,0.54
301,rock,paper,1,213,38,50,0.71,0.13,0.17,163,0.54
302,rock,paper,1,214,38,50,0.71,0.13,0.17,164,0.54
303,rock,paper,1,215,38,50,0.71,0.13,0.17,165,0.54
304,rock,paper,1,216,38,50,0.71,0.12,0.16,166,0.55
305,rock,rock,0,216,39,50,0.71,0.13,0.16,166,0.54
306,rock,rock,0,216,40,50,0.71,0.13,0.16,166,0.54
307,rock,paper,1,217,40,50,0.71,0.13,0.16,167,0.54
308,rock,paper,1,218,40,50,0.71,0.13,0.16,168,0.55
309,rock,paper,1,219,40,50,0.71,0.13,0.16,169,0.55
310,rock,paper,1,220,40,50,0.71,0.13,0.16,170,0.55
311,rock,paper,1,221,40,50,0.71,0.13,0.16,171,0.55
312,rock,rock,0,221,41,50,0.71,0.13,0.16,171,0.55
313,rock,paper,1,222,41,50,0.71,0.13,0.16,172,0.55
314,rock,rock,0,222,42,50,0.71,0.13,0.16,172,0.55
315,rock,paper,1,223,42,50,0.71,0.13,0.16,173,0.55
316,rock,paper,1,224,42,50,0.71,0.13,0.16,174,0.55
317,rock,rock,0,224,43,50,0.71,0.14,0.16,174,0.55
318,rock,paper,1,225,43,50,0.71,0.14,0.16,175,0.55
319,rock,rock,0,225,44,50,0.71,0.14,0.16,175,0.55
320,rock,rock,0,225,45,50,0.7,0.14,0.16,175,0.55
321,rock,paper,1,226,45,50,0.7,0.14,0.16,176,0.55
322,rock,paper,1,227,45,50,0.7,0.14,0.16,177,0.55
323,rock,paper,1,228,45,50,0.71,0.14,0.15,178,0.55
324,rock,paper,1,229,45,50,0.71,0.14,0.15,179,0.55
325,rock,paper,1,230,45,50,0.71,0.14,0.15,180,0.55
326,rock,paper,1,231,45,50,0.71,0.14,0.15,181,0.56
327,rock,paper,1,232,45,50,0.71,0.14,0.15,182,0.56
328,scissors,paper,-1,232,45,51,0.71,0.14,0.16,181,0.55
329,scissors,rock,1,233,45,51,0.71,0.14,0.16,182,0.55
330,rock,rock,0,233,46,51,0.71,0.14,0.15,182,0.55
331,scissors,paper,-1,233,46,52,0.7,0.14,0.16,181,0.55
332,rock,paper,1,234,46,52,0.7,0.14,0.16,182,0.55
333,rock,paper,1,235,46,52,0.71,0.14,0.16,183,0.55
334,rock,paper,1,236,46,52,0.71,0.14,0.16,184,0.55
335,rock,paper,1,237,46,52,0.71,0.14,0.16,185,0.55
336,rock,paper,1,238,46,52,0.71,0.14,0.15,186,0.55
337,rock,paper,1,239,46,52,0.71,0.14,0.15,187,0.55
338,scissors,paper,-1,239,46,53,0.71,0.14,0.16,186,0.55
339,rock,paper,1,240,46,53,0.71,0.14,0.16,187,0.55
340,rock,paper,1,241,46,53,0.71,0.14,0.16,188,0.55
341,rock,paper,1,242,46,53,0.71,0.13,0.16,189,0.55
342,rock,paper,1,243,46,53,0.71,0.13,0.15,190,0.56
343,rock,paper,1,244,46,53,0.71,0.13,0.15,191,0.56
344,scissors,paper,-1,244,46,54,0.71,0.13,0.16,190,0.55
345,rock,paper,1,245,46,54,0.71,0.13,0.16,191,0.55
346,rock,paper,1,246,46,54,0.71,0.13,0.16,192,0.55
347,rock,paper,1,247,46,54,0.71,0.13,0.16,193,0.56
348,rock,rock,0,247,47,54,0.71,0.14,0.16,193,0.55
349,rock,paper,1,248,47,54,0.71,0.13,0.15,194,0.56
350,rock,paper,1,249,47,54,0.71,0.13,0.15,195,0.56
351,scissors,paper,-1,249,47,55,0.71,0.13,0.16,194,0.55
352,rock,paper,1,250,47,55,0.71,0.13,0.16,195,0.55
353,rock,paper,1,251,47,55,0.71,0.13,0.16,196,0.56
354,rock,paper,1,252,47,55,0.71,0.13,0.16,197,0.56
355,rock,rock,0,252,48,55,0.71,0.14,0.15,197,0.55
356,rock,rock,0,252,49,55,0.71,0.14,0.15,197,0.55
357,scissors,paper,-1,252,49,56,0.71,0.14,0.16,196,0.55
358,rock,rock,0,252,50,56,0.7,0.14,0.16,196,0.55
359,rock,paper,1,253,50,56,0.7,0.14,0.16,197,0.55
360,rock,paper,1,254,50,56,0.71,0.14,0.16,198,0.55
361,rock,paper,1,255,50,56,0.71,0.14,0.16,199,0.55
362,scissors,paper,-1,255,50,57,0.7,0.14,0.16,198,0.55
363,rock,rock,0,255,51,57,0.7,0.14,0.16,198,0.55
364,scissors,paper,-1,255,51,58,0.7,0.14,0.16,197,0.54
365,rock,paper,1,256,51,58,0.7,0.14,0.16,198,0.54
366,scissors,paper,-1,256,51,59,0.7,0.14,0.16,197,0.54
367,rock,paper,1,257,51,59,0.7,0.14,0.16,198,0.54
368,scissors,rock,1,258,51,59,0.7,0.14,0.16,199,0.54
369,scissors,paper,-1,258,51,60,0.7,0.14,0.16,198,0.54
370,rock,paper,1,259,51,60,0.7,0.14,0.16,199,0.54
371,rock,paper,1,260,51,60,0.7,0.14,0.16,200,0.54
372,rock,paper,1,261,51,60,0.7,0.14,0.16,201,0.54
373,rock,paper,1,262,51,60,0.7,0.14,0.16,202,0.54
374,rock,paper,1,263,51,60,0.7,0.14,0.16,203,0.54
375,rock,rock,0,263,52,60,0.7,0.14,0.16,203,0.54
376,scissors,paper,-1,263,52,61,0.7,0.14,0.16,202,0.54
377,scissors,paper,-1,263,52,62,0.7,0.14,0.16,201,0.53
378,rock,paper,1,264,52,62,0.7,0.14,0.16,202,0.53
379,rock,paper,1,265,52,62,0.7,0.14,0.16,203,0.54
380,rock,paper,1,266,52,62,0.7,0.14,0.16,204,0.54
381,rock,paper,1,267,52,62,0.7,0.14,0.16,205,0.54
382,rock,rock,0,267,53,62,0.7,0.14,0.16,205,0.54
383,rock,paper,1,268,53,62,0.7,0.14,0.16,206,0.54
384,rock,paper,1,269,53,62,0.7,0.14,0.16,207,0.54
385,rock,paper,1,270,53,62,0.7,0.14,0.16,208,0.54
386,rock,paper,1,271,53,62,0.7,0.14,0.16,209,0.54
387,rock,paper,1,272,53,62,0.7,0.14,0.16,210,0.54
388,scissors,rock,1,273,53,62,0.7,0.14,0.16,211,0.54
389,scissors,paper,-1,273,53,63,0.7,0.14,0.16,210,0.54
390,rock,paper,1,274,53,63,0.7,0.14,0.16,211,0.54
391,rock,paper,1,275,53,63,0.7,0.14,0.16,212,0.54
392,scissors,paper,-1,275,53,64,0.7,0.14,0.16,211,0.54
393,rock,paper,1,276,53,64,0.7,0.13,0.16,212,0.54
394,rock,paper,1,277,53,64,0.7,0.13,0.16,213,0.54
395,rock,paper,1,278,53,64,0.7,0.13,0.16,214,0.54
396,rock,paper,1,279,53,64,0.7,0.13,0.16,215,0.54
397,rock,paper,1,280,53,64,0.71,0.13,0.16,216,0.54
398,rock,paper,1,281,53,64,0.71,0.13,0.16,217,0.55
399,rock,paper,1,282,53,64,0.71,0.13,0.16,218,0.55
400,rock,paper,1,283,53,64,0.71,0.13,0.16,219,0.55
401,rock,paper,1,284,53,64,0.71,0.13,0.16,220,0.55
402,scissors,paper,-1,284,53,65,0.71,0.13,0.16,219,0.54
403,rock,paper,1,285,53,65,0.71,0.13,0.16,220,0.55
404,scissors,paper,-1,285,53,66,0.71,0.13,0.16,219,0.54
