n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
68,paper,scissors,1,26,19,23,0.38,0.28,0.34,3,0.04
69,rock,rock,0,26,20,23,0.38,0.29,0.33,3,0.04
70,rock,paper,1,27,20,23,0.39,0.29,0.33,4,0.06
71,paper,paper,0,27,21,23,0.38,0.3,0.32,4,0.06
72,rock,paper,1,28,21,23,0.39,0.29,0.32,5,0.07
73,scissors,scissors,0,28,22,23,0.38,0.3,0.32,5,0.07
74,paper,paper,0,28,23,23,0.38,0.31,0.31,5,0.07
75,scissors,paper,-1,28,23,24,0.37,0.31,0.32,4,0.05
76,scissors,scissors,0,28,24,24,0.37,0.32,0.32,4,0.05
77,rock,paper,1,29,24,24,0.38,0.31,0.31,5,0.06
78,paper,scissors,1,30,24,24,0.38,0.31,0.31,6,0.08
79,paper,paper,0,30,25,24,0.38,0.32,0.3,6,0.08
80,rock,scissors,-1,30,25,25,0.38,0.31,0.31,5,0.06
81,rock,paper,1,31,25,25,0.38,0.31,0.31,6,0.07
82,rock,rock,0,31,26,25,0.38,0.32,0.3,6,0.07
83,scissors,rock,1,32,26,25,0.39,0.31,0.3,7,0.08
84,scissors,paper,-1,32,26,26,0.38,0.31,0.31,6,0.07
85,paper,scissors,1,33,26,26,0.39,0.31,0.31,7,0.08
86,paper,rock,-1,33,26,27,0.38,0.3,0.31,6,0.07
87,scissors,paper,-1,33,26,28,0.38,0.3,0.32,5,0.06
88,scissors,paper,-1,33,26,29,0.38,0.3,0.33,4,0.05
89,rock,rock,0,33,27,29,0.37,0.3,0.33,4,0.04
90,rock,paper,1,34,27,29,0.38,0.3,0.32,5,0.06
91,paper,paper,0,34,28,29,0.37,0.31,0.32,5,0.05
92,scissors,rock,1,35,28,29,0.38,0.3,0.32,6,0.07
93,paper,paper,0,35,29,29,0.38,0.31,0.31,6,0.06
94,rock,scissors,-1,35,29,30,0.37,0.31,0.32,5,0.05
95,rock,scissors,-1,35,29,31,0.37,0.31,0.33,4,0.04
96,scissors,rock,1,36,29,31,0.38,0.3,0.32,5,0.05
97,rock,paper,1,37,29,31,0.38,0.3,0.32,6,0.06
98,rock,paper,1,38,29,31,0.39,0.3,0.32,7,0.07
99,paper,paper,0,38,30,31,0.38,0.3,0.31,7,0.07
100,paper,paper,0,38,31,31,0.38,0.31,0.31,7,0.07
101,paper,paper,0,38,32,31,0.38,0.32,0.31,7,0.07
102,paper,rock,-1,38,32,32,0.37,0.31,0.31,6,0.06
103,scissors,rock,1,39,32,32,0.38,0.31,0.31,7,0.07
104,paper,rock,-1,39,32,33,0.38,0.31,0.32,6,0.06
105,paper,paper,0,39,33,33,0.37,0.31,0.31,6,0.06
106,rock,scissors,-1,39,33,34,0.37,0.31,0.32,5,0.05
107,paper,paper,0,39,34,34,0.36,0.32,0.32,5,0.05
108,rock,scissors,-1,39,34,35,0.36,0.31,0.32,4,0.04
109,paper,rock,-1,39,34,36,0.36,0.31,0.33,3,0.03
110,paper,rock,-1,39,34,37,0.35,0.31,0.34,2,0.02
111,paper,paper,0,39,35,37,0.35,0.32,0.33,2,0.02
112,rock,rock,0,39,36,37,0.35,0.32,0.33,2,0.02
113,paper,paper,0,39,37,37,0.35,0.33,0.33,2,0.02
114,scissors,rock,1,40,37,37,0.35,0.32,0.32,3,0.03
115,rock,rock,0,40,38,37,0.35,0.33,0.32,3,0.03
116,rock,paper,1,41,38,37,0.35,0.33,0.32,4,0.03
117,scissors,rock,1,42,38,37,0.36,0.32,0.32,5,0.04
118,rock,paper,1,43,38,37,0.36,0.32,0.31,6,0.05
119,paper,paper,0,43,39,37,0.36,0.33,0.31,6,0.05
120,scissors,scissors,0,43,40,37,0.36,0.33,0.31,6,0.05
121,rock,scissors,-1,43,40,38,0.36,0.33,0.31,5,0.04
122,scissors,paper,-1,43,40,39,0.35,0.33,0.32,4,0.03
123,rock,paper,1,44,40,39,0.36,0.33,0.32,5,0.04
124,scissors,paper,-1,44,40,40,0.35,0.32,0.32,4,0.03
125,scissors,scissors,0,44,41,40,0.35,0.33,0.32,4,0.03
126,paper,paper,0,44,42,40,0.35,0.33,0.32,4,0.03
127,scissors,rock,1,45,42,40,0.35,0.33,0.31,5,0.04
128,paper,paper,0,45,43,40,0.35,0.34,0.31,5,0.04
129,rock,paper,1,46,43,40,0.36,0.33,0.31,6,0.05
130,rock,scissors,-1,46,43,41,0.35,0.33,0.32,5,0.04
131,scissors,rock,1,47,43,41,0.36,0.33,0.31,6,0.05
132,paper,rock,-1,47,43,42,0.36,0.33,0.32,5,0.04
133,paper,scissors,1,48,43,42,0.36,0.32,0.32,6,0.05
134,scissors,paper,-1,48,43,43,0.36,0.32,0.32,5,0.04
135,paper,paper,0,48,44,43,0.36,0.33,0.32,5,0.04
136,paper,paper,0,48,45,43,0.35,0.33,0.32,5,0.04
137,rock,rock,0,48,46,43,0.35,0.34,0.31,5,0.04
138,rock,rock,0,48,47,43,0.35,0.34,0.31,5,0.04
139,scissors,paper,-1,48,47,44,0.35,0.34,0.32,4,0.03
140,paper,paper,0,48,48,44,0.34,0.34,0.31,4,0.03
141,scissors,scissors,0,48,49,44,0.34,0.35,0.31,4,0.03
142,paper,paper,0,48,50,44,0.34,0.35,0.31,4,0.03
143,paper,paper,0,48,51,44,0.34,0.36,0.31,4,0.03
144,paper,rock,-1,48,51,45,0.33,0.35,0.31,3,0.02
145,rock,paper,1,49,51,45,0.34,0.35,0.31,4,0.03
146,scissors,paper,-1,49,51,46,0.34,0.35,0.32,3,0.02
147,paper,scissors,1,50,51,46,0.34,0.35,0.31,4,0.03
148,paper,paper,0,50,52,46,0.34,0.35,0.31,4,0.03
149,paper,rock,-1,50,52,47,0.34,0.35,0.32,3,0.02
150,scissors,scissors,0,50,53,47,0.33,0.35,0.31,3,0.02
151,scissors,rock,1,51,53,47,0.34,0.35,0.31,4,0.03
152,paper,scissors,1,52,53,47,0.34,0.35,0.31,5,0.03
153,rock,paper,1,53,53,47,0.35,0.35,0.31,6,0.04
154,scissors,paper,-1,53,53,48,0.34,0.34,0.31,5,0.03
155,paper,scissors,1,54,53,48,0.35,0.34,0.31,6,0.04
156,scissors,scissors,0,54,54,48,0.35,0.35,0.31,6,0.04
157,rock,paper,1,55,54,48,0.35,0.34,0.31,7,0.04
158,scissors,scissors,0,55,55,48,0.35,0.35,0.3,7,0.04
159,scissors,paper,-1,55,55,49,0.35,0.35,0.31,6,0.04
160,rock,paper,1,56,55,49,0.35,0.34,0.31,7,0.04
161,scissors,paper,-1,56,55,50,0.35,0.34,0.31,6,0.04
162,scissors,scissors,0,56,56,50,0.35,0.35,0.31,6,0.04
163,rock,paper,1,57,56,50,0.35,0.34,0.31,7,0.04
164,paper,paper,0,57,57,50,0.35,0.35,0.3,7,0.04
165,paper,rock,-1,57,57,51,0.35,0.35,0.31,6,0.04
166,scissors,scissors,0,57,58,51,0.34,0.35,0.31,6,0.04
167,rock,paper,1,58,58,51,0.35,0.35,0.31,7,0.04
168,rock,rock,0,58,59,51,0.35,0.35,0.3,7,0.04
169,scissors,scissors,0,58,60,51,0.34,0.36,0.3,7,0.04
170,paper,rock,-1,58,60,52,0.34,0.35,0.31,6,0.04
171,scissors,paper,-1,58,60,53,0.34,0.35,0.31,5,0.03
172,paper,scissors,1,59,60,53,0.34,0.35,0.31,6,0.03
173,rock,scissors,-1,59,60,54,0.34,0.35,0.31,5,0.03
174,rock,paper,1,60,60,54,0.34,0.34,0.31,6,0.03
175,scissors,scissors,0,60,61,54,0.34,0.35,0.31,6,0.03
176,paper,rock,-1,60,61,55,0.34,0.35,0.31,5,0.03
177,paper,scissors,1,61,61,55,0.34,0.34,0.31,6,0.03
178,rock,scissors,-1,61,61,56,0.34,0.34,0.31,5,0.03
179,scissors,scissors,0,61,62,56,0.34,0.35,0.31,5,0.03
180,scissors,rock,1,62,62,56,0.34,0.34,0.31,6,0.03
181,paper,scissors,1,63,62,56,0.35,0.34,0.31,7,0.04
182,scissors,scissors,0,63,63,56,0.35,0.35,0.31,7,0.04
183,scissors,scissors,0,63,64,56,0.34,0.35,0.31,7,0.04
184,scissors,rock,1,64,64,56,0.35,0.35,0.3,8,0.04
185,rock,scissors,-1,64,64,57,0.35,0.35,0.31,7,0.04
186,scissors,paper,-1,64,64,58,0.34,0.34,0.31,6,0.03
187,scissors,scissors,0,64,65,58,0.34,0.35,0.31,6,0.03
188,scissors,paper,-1,64,65,59,0.34,0.35,0.31,5,0.03
189,rock,scissors,-1,64,65,60,0.34,0.34,0.32,4,0.02
190,rock,scissors,-1,64,65,61,0.34,0.34,0.32,3,0.02
191,rock,paper,1,65,65,61,0.34,0.34,0.32,4,0.02
192,rock,paper,1,66,65,61,0.34,0.34,0.32,5,0.03
193,rock,rock,0,66,66,61,0.34,0.34,0.32,5,0.03
194,scissors,paper,-1,66,66,62,0.34,0.34,0.32,4,0.02
195,paper,scissors,1,67,66,62,0.34,0.34,0.32,5,0.03
196,paper,scissors,1,68,66,62,0.35,0.34,0.32,6,0.03
197,paper,scissors,1,69,66,62,0.35,0.34,0.31,7,0.04
198,rock,paper,1,70,66,62,0.35,0.33,0.31,8,0.04
199,paper,paper,0,70,67,62,0.35,0.34,0.31,8,0.04
200,paper,rock,-1,70,67,63,0.35,0.34,0.32,7,0.04
201,paper,scissors,1,71,67,63,0.35,0.33,0.31,8,0.04
202,paper,scissors,1,72,67,63,0.36,0.33,0.31,9,0.04
203,scissors,scissors,0,72,68,63,0.35,0.33,0.31,9,0.04
204,paper,rock,-1,72,68,64,0.35,0.33,0.31,8,0.04
205,rock,paper,1,73,68,64,0.36,0.33,0.31,9,0.04
206,scissors,rock,1,74,68,64,0.36,0.33,0.31,10,0.05
207,paper,paper,0,74,69,64,0.36,0.33,0.31,10,0.05
208,rock,rock,0,74,70,64,0.36,0.34,0.31,10,0.05
209,paper,scissors,1,75,70,64,0.36,0.33,0.31,11,0.05
210,paper,paper,0,75,71,64,0.36,0.34,0.3,11,0.05
211,paper,rock,-1,75,71,65,0.36,0.34,0.31,10,0.05
212,rock,rock,0,75,72,65,0.35,0.34,0.31,10,0.05
213,rock,paper,1,76,72,65,0.36,0.34,0.31,11,0.05
214,rock,scissors,-1,76,72,66,0.36,0.34,0.31,10,0.05
215,rock,scissors,-1,76,72,67,0.35,0.33,0.31,9,0.04
216,rock,scissors,-1,76,72,68,0.35,0.33,0.31,8,0.04
217,scissors,rock,1,77,72,68,0.35,0.33,0.31,9,0.04
218,rock,rock,0,77,73,68,0.35,0.33,0.31,9,0.04
219,paper,scissors,1,78,73,68,0.36,0.33,0.31,10,0.05
220,scissors,scissors,0,78,74,68,0.35,0.34,0.31,10,0.05
221,rock,paper,1,79,74,68,0.36,0.33,0.31,11,0.05
222,scissors,paper,-1,79,74,69,0.36,0.33,0.31,10,0.05
223,scissors,rock,1,80,74,69,0.36,0.33,0.31,11,0.05
224,rock,rock,0,80,75,69,0.36,0.33,0.31,11,0.05
225,scissors,rock,1,81,75,69,0.36,0.33,0.31,12,0.05
226,scissors,scissors,0,81,76,69,0.36,0.34,0.31,12,0.05
227,scissors,rock,1,82,76,69,0.36,0.33,0.3,13,0.06
228,scissors,rock,1,83,76,69,0.36,0.33,0.3,14,0.06
229,rock,paper,1,84,76,69,0.37,0.33,0.3,15,0.07
230,rock,rock,0,84,77,69,0.37,0.33,0.3,15,0.07
231,rock,scissors,-1,84,77,70,0.36,0.33,0.3,14,0.06
232,paper,scissors,1,85,77,70,0.37,0.33,0.3,15,0.06
233,scissors,paper,-1,85,77,71,0.36,0.33,0.3,14,0.06
234,scissors,paper,-1,85,77,72,0.36,0.33,0.31,13,0.06
235,paper,rock,-1,85,77,73,0.36,0.33,0.31,12,0.05
236,scissors,scissors,0,85,78,73,0.36,0.33,0.31,12,0.05
237,rock,rock,0,85,79,73,0.36,0.33,0.31,12,0.05
238,rock,scissors,-1,85,79,74,0.36,0.33,0.31,11,0.05
239,scissors,scissors,0,85,80,74,0.36,0.33,0.31,11,0.05
240,scissors,paper,-1,85,80,75,0.35,0.33,0.31,10,0.04
241,scissors,scissors,0,85,81,75,0.35,0.34,0.31,10,0.04
242,rock,scissors,-1,85,81,76,0.35,0.33,0.31,9,0.04
243,paper,paper,0,85,82,76,0.35,0.34,0.31,9,0.04
244,rock,paper,1,86,82,76,0.35,0.34,0.31,10,0.04
245,scissors,rock,1,87,82,76,0.36,0.33,0.31,11,0.04
246,paper,paper,0,87,83,76,0.35,0.34,0.31,11,0.04
247,scissors,paper,-1,87,83,77,0.35,0.34,0.31,10,0.04
248,rock,scissors,-1,87,83,78,0.35,0.33,0.31,9,0.04
249,paper,scissors,1,88,83,78,0.35,0.33,0.31,10,0.04
250,rock,scissors,-1,88,83,79,0.35,0.33,0.32,9,0.04
251,rock,rock,0,88,84,79,0.35,0.33,0.31,9,0.04
252,paper,paper,0,88,85,79,0.35,0.34,0.31,9,0.04
253,scissors,paper,-1,88,85,80,0.35,0.34,0.32,8,0.03
254,scissors,scissors,0,88,86,80,0.35,0.34,0.31,8,0.03
255,scissors,paper,-1,88,86,81,0.35,0.34,0.32,7,0.03
256,scissors,paper,-1,88,86,82,0.34,0.34,0.32,6,0.02
257,scissors,rock,1,89,86,82,0.35,0.33,0.32,7,0.03
258,rock,paper,1,90,86,82,0.35,0.33,0.32,8,0.03
259,rock,paper,1,91,86,82,0.35,0.33,0.32,9,0.03
260,scissors,paper,-1,91,86,83,0.35,0.33,0.32,8,0.03
261,rock,paper,1,92,86,83,0.35,0.33,0.32,9,0.03
262,paper,rock,-1,92,86,84,0.35,0.33,0.32,8,0.03
263,scissors,scissors,0,92,87,84,0.35,0.33,0.32,8,0.03
264,scissors,rock,1,93,87,84,0.35,0.33,0.32,9,0.03
265,rock,paper,1,94,87,84,0.35,0.33,0.32,10,0.04
266,paper,paper,0,94,88,84,0.35,0.33,0.32,10,0.04
267,rock,paper,1,95,88,84,0.36,0.33,0.31,11,0.04
268,paper,scissors,1,96,88,84,0.36,0.33,0.31,12,0.04
269,scissors,scissors,0,96,89,84,0.36,0.33,0.31,12,0.04
270,rock,scissors,-1,96,89,85,0.36,0.33,0.31,11,0.04
271,scissors,paper,-1,96,89,86,0.35,0.33,0.32,10,0.04
272,scissors,paper,-1,96,89,87,0.35,0.33,0.32,9,0.03
273,rock,rock,0,96,90,87,0.35,0.33,0.32,9,0.03
274,paper,rock,-1,96,90,88,0.35,0.33,0.32,8,0.03
275,scissors,scissors,0,96,91,88,0.35,0.33,0.32,8,0.03
276,rock,paper,1,97,91,88,0.35,0.33,0.32,9,0.03
277,rock,scissors,-1,97,91,89,0.35,0.33,0.32,8,0.03
278,rock,scissors,-1,97,91,90,0.35,0.33,0.32,7,0.03
279,paper,rock,-1,97,91,91,0.35,0.33,0.33,6,0.02
280,rock,paper,1,98,91,91,0.35,0.33,0.33,7,0.03
281,paper,scissors,1,99,91,91,0.35,0.32,0.32,8,0.03
282,paper,paper,0,99,92,91,0.35,0.33,0.32,8,0.03
283,scissors,paper,-1,99,92,92,0.35,0.33,0.33,7,0.02
284,scissors,paper,-1,99,92,93,0.35,0.32,0.33,6,0.02
285,rock,paper,1,100,92,93,0.35,0.32,0.33,7,0.02
286,rock,rock,0,100,93,93,0.35,0.33,0.33,7,0.02
287,paper,scissors,1,101,93,93,0.35,0.32,0.32,8,0.03
288,scissors,scissors,0,101,94,93,0.35,0.33,0.32,8,0.03
289,scissors,rock,1,102,94,93,0.35,0.33,0.32,9,0.03
290,scissors,paper,-1,102,94,94,0.35,0.32,0.32,8,0.03
291,scissors,rock,1,103,94,94,0.35,0.32,0.32,9,0.03
292,scissors,paper,-1,103,94,95,0.35,0.32,0.33,8,0.03
293,rock,rock,0,103,95,95,0.35,0.32,0.32,8,0.03
294,paper,scissors,1,104,95,95,0.35,0.32,0.32,9,0.03
295,scissors,paper,-1,104,95,96,0.35,0.32,0.33,8,0.03
296,paper,rock,-1,104,95,97,0.35,0.32,0.33,7,0.02
297,scissors,paper,-1,104,95,98,0.35,0.32,0.33,6,0.02
298,scissors,rock,1,105,95,98,0.35,0.32,0.33,7,0.02
299,scissors,paper,-1,105,95,99,0.35,0.32,0.33,6,0.02
300,scissors,paper,-1,105,95,100,0.35,0.32,0.33,5,0.02
301,scissors,scissors,0,105,96,100,0.35,0.32,0.33,5,0.02
302,rock,paper,1,106,96,100,0.35,0.32,0.33,6,0.02
303,paper,paper,0,106,97,100,0.35,0.32,0.33,6,0.02
304,scissors,rock,1,107,97,100,0.35,0.32,0.33,7,0.02
305,rock,scissors,-1,107,97,101,0.35,0.32,0.33,6,0.02
306,scissors,paper,-1,107,97,102,0.35,0.32,0.33,5,0.02
307,scissors,rock,1,108,97,102,0.35,0.32,0.33,6,0.02
308,scissors,rock,1,109,97,102,0.35,0.31,0.33,7,0.02
309,paper,scissors,1,110,97,102,0.36,0.31,0.33,8,0.03
310,paper,rock,-1,110,97,103,0.35,0.31,0.33,7,0.02
311,scissors,paper,-1,110,97,104,0.35,0.31,0.33,6,0.02
312,scissors,paper,-1,110,97,105,0.35,0.31,0.34,5,0.02
313,scissors,scissors,0,110,98,105,0.35,0.31,0.34,5,0.02
314,scissors,rock,1,111,98,105,0.35,0.31,0.33,6,0.02
315,scissors,paper,-1,111,98,106,0.35,0.31,0.34,5,0.02
316,rock,rock,0,111,99,106,0.35,0.31,0.34,5,0.02
317,paper,rock,-1,111,99,107,0.35,0.31,0.34,4,0.01
318,rock,rock,0,111,100,107,0.35,0.31,0.34,4,0.01
319,scissors,paper,-1,111,100,108,0.35,0.31,0.34,3,0.01
320,rock,rock,0,111,101,108,0.35,0.32,0.34,3,0.01
321,paper,scissors,1,112,101,108,0.35,0.31,0.34,4,0.01
322,rock,rock,0,112,102,108,0.35,0.32,0.34,4,0.01
323,paper,paper,0,112,103,108,0.35,0.32,0.33,4,0.01
324,scissors,rock,1,113,103,108,0.35,0.32,0.33,5,0.02
325,rock,paper,1,114,103,108,0.35,0.32,0.33,6,0.02
326,scissors,rock,1,115,103,108,0.35,0.32,0.33,7,0.02
327,scissors,paper,-1,115,103,109,0.35,0.31,0.33,6,0.02
328,paper,scissors,1,116,103,109,0.35,0.31,0.33,7,0.02
329,paper,paper,0,116,104,109,0.35,0.32,0.33,7,0.02
330,rock,paper,1,117,104,109,0.35,0.32,0.33,8,0.02
331,scissors,scissors,0,117,105,109,0.35,0.32,0.33,8,0.02
332,paper,scissors,1,118,105,109,0.36,0.32,0.33,9,0.03
333,paper,paper,0,118,106,109,0.35,0.32,0.33,9,0.03
334,rock,scissors,-1,118,106,110,0.35,0.32,0.33,8,0.02
335,scissors,rock,1,119,106,110,0.36,0.32,0.33,9,0.03
336,rock,paper,1,120,106,110,0.36,0.32,0.33,10,0.03
337,paper,paper,0,120,107,110,0.36,0.32,0.33,10,0.03
338,scissors,paper,-1,120,107,111,0.36,0.32,0.33,9,0.03
339,scissors,paper,-1,120,107,112,0.35,0.32,0.33,8,0.02
340,scissors,scissors,0,120,108,112,0.35,0.32,0.33,8,0.02
341,paper,rock,-1,120,108,113,0.35,0.32,0.33,7,0.02
342,rock,rock,0,120,109,113,0.35,0.32,0.33,7,0.02
343,rock,rock,0,120,110,113,0.35,0.32,0.33,7,0.02
344,rock,rock,0,120,111,113,0.35,0.32,0.33,7,0.02
345,paper,rock,-1,120,111,114,0.35,0.32,0.33,6,0.02
346,scissors,rock,1,121,111,114,0.35,0.32,0.33,7,0.02
347,scissors,paper,-1,121,111,115,0.35,0.32,0.33,6,0.02
348,rock,paper,1,122,111,115,0.35,0.32,0.33,7,0.02
349,rock,scissors,-1,122,111,116,0.35,0.32,0.33,6,0.02
350,paper,paper,0,122,112,116,0.35,0.32,0.33,6,0.02
351,paper,paper,0,122,113,116,0.35,0.32,0.33,6,0.02
352,rock,rock,0,122,114,116,0.35,0.32,0.33,6,0.02
353,paper,scissors,1,123,114,116,0.35,0.32,0.33,7,0.02
354,rock,paper,1,124,114,116,0.35,0.32,0.33,8,0.02
355,paper,paper,0,124,115,116,0.35,0.32,0.33,8,0.02
356,scissors,scissors,0,124,116,116,0.35,0.33,0.33,8,0.02
357,scissors,paper,-1,124,116,117,0.35,0.32,0.33,7,0.02
358,scissors,rock,1,125,116,117,0.35,0.32,0.33,8,0.02
359,rock,paper,1,126,116,117,0.35,0.32,0.33,9,0.03
360,paper,rock,-1,126,116,118,0.35,0.32,0.33,8,0.02
361,paper,scissors,1,127,116,118,0.35,0.32,0.33,9,0.02
362,rock,paper,1,128,116,118,0.35,0.32,0.33,10,0.03
363,paper,paper,0,128,117,118,0.35,0.32,0.33,10,0.03
364,rock,scissors,-1,128,117,119,0.35,0.32,0.33,9,0.02
365,scissors,paper,-1,128,117,120,0.35,0.32,0.33,8,0.02
366,rock,rock,0,128,118,120,0.35,0.32,0.33,8,0.02
367,paper,scissors,1,129,118,120,0.35,0.32,0.33,9,0.02
368,rock,paper,1,130,118,120,0.35,0.32,0.33,10,0.03
369,rock,rock,0,130,119,120,0.35,0.32,0.33,10,0.03
370,rock,paper,1,131,119,120,0.35,0.32,0.32,11,0.03
371,scissors,rock,1,132,119,120,0.36,0.32,0.32,12,0.03
372,rock,scissors,-1,132,119,121,0.35,0.32,0.33,11,0.03
373,paper,paper,0,132,120,121,0.35,0.32,0.32,11,0.03
374,scissors,rock,1,133,120,121,0.36,0.32,0.32,12,0.03
375,rock,paper,1,134,120,121,0.36,0.32,0.32,13,0.03
376,rock,scissors,-1,134,120,122,0.36,0.32,0.32,12,0.03
377,rock,rock,0,134,121,122,0.36,0.32,0.32,12,0.03
378,paper,scissors,1,135,121,122,0.36,0.32,0.32,13,0.03
379,scissors,scissors,0,135,122,122,0.36,0.32,0.32,13,0.03
380,paper,rock,-1,135,122,123,0.36,0.32,0.32,12,0.03
381,paper,rock,-1,135,122,124,0.35,0.32,0.33,11,0.03
382,rock,rock,0,135,123,124,0.35,0.32,0.32,11,0.03
383,paper,paper,0,135,124,124,0.35,0.32,0.32,11,0.03
384,paper,scissors,1,136,124,124,0.35,0.32,0.32,12,0.03
385,paper,scissors,1,137,124,124,0.36,0.32,0.32,13,0.03
386,paper,scissors,1,138,124,124,0.36,0.32,0.32,14,0.04
387,paper,rock,-1,138,124,125,0.36,0.32,0.32,13,0.03
388,paper,scissors,1,139,124,125,0.36,0.32,0.32,14,0.04
389,rock,paper,1,140,124,125,0.36,0.32,0.32,15,0.04
390,paper,rock,-1,140,124,126,0.36,0.32,0.32,14,0.04
391,rock,paper,1,141,124,126,0.36,0.32,0.32,15,0.04
392,rock,rock,0,141,125,126,0.36,0.32,0.32,15,0.04
393,rock,scissors,-1,141,125,127,0.36,0.32,0.32,14,0.04
394,scissors,paper,-1,141,125,128,0.36,0.32,0.32,13,0.03
395,paper,paper,0,141,126,128,0.36,0.32,0.32,13,0.03
396,rock,paper,1,142,126,128,0.36,0.32,0.32,14,0.04
397,scissors,rock,1,143,126,128,0.36,0.32,0.32,15,0.04
